start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,informacion,CENTRO_EDUCATIVO,texto,hashtag,genera,frecuencia,relaciona_historia,La apropiación y uso de herramientas tecnológicas ,La forma como están organizadas las rutinas diarias,La vinculación de las familias a las propuestas del centro infantil,Los momentos de alimentación de las niñas y los niños,El desempeño de los agentes educativos y sus prácticas,La disposición intencionada de los espacios y ambientes,La calidad de las interacciones entre los actores,El acompañamiento a las transiciones de las niñas y los niños,La documentación de las experiencias realizadas en el centro infantil,El trabajo colaborativo entre los agentes educativos ,acto_principal,Otro,sentiste,habilidades,Habilidades artística,Habilidades comunicativas,Habilidades socioemocionales,Habilidades manuales,Habilidades socio-ambientales,Ninguna de las anteriores,competencias,Trabajo Colaborativo,Comunicación,Pensamiento Crítico,Resolución de problemas,Manejo de herramientas tecnológicas,Manejo de la información,Creatividad e Innovación,Vida y Carrera,rol,CONSENTIMIENTO,_id,_uuid,_submission_time,_validation_status,_index
2020-06-18T12:09:37.107-05:00,2020-06-18T12:16:53.450-05:00,2020-06-17,Sí,2020-06-17,Antioquia,,Dulce despertar y,"encontrar En él aula personas con condiciones diferentes siempre es un reto para mi, el ver la evolución su proceso hace que mi aprendizaje sea más significativo",#mireto,Motivación,De vez en cuando,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,1,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Creatividad e Innovación.,1,0,1,0,0,0,1,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",,105308707,ca68571f-6ae5-4d72-9868-cd37eb8ed5c9,2020-06-18T16:41:49,,31
2020-06-18T12:12:08.930-05:00,2020-06-18T12:17:53.606-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,C.I Ser y Hacer,En una oportunidad una niña se le murió la mamá y desde ese momentos me empezó a llamar mama a mí,#profe-mamá,Alegría,Única vez,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Vida y Carrera.,0,0,0,0,0,0,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,105315608,5b71baf3-8426-48fa-868e-f98f635f0f31,2020-06-18T17:17:53,,32
2020-06-18T11:49:07.295-05:00,2020-06-18T12:18:31.942-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Fundación educativa colegio San Juan Eudes,"Hace algún tiempo, en el Centro Infantil tuve la oportunidad de aprender  a ser humilde y reconocer que necesitaba ayuda, que no sabia todo acerca de la activación de rutas externas, pude ver de cerca profesionales enjuiciando, juzgando y señalando mis errores, por fortuna también, pude sentir el acompañamiento de profesionales que no conocia, que nunca habia visto y que a pesar de ello, me brindaron herramientas, que hasta hoy me han servido mucho. De lo anterior concluyo que, en este mundo hay personas de todo tipo y en cada situación problema, siempre habrá una oportunidad para aprender y seguir creciendo.",Aprendiendo siempre,Motivación,Única vez,El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,1,0,1,0,0,1,Agentes educativos,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas.,1,0,1,1,0,0,0,0,Dar cumplimiento a los criterios de calidad de la educación inicial en el marco de la atención integral.,,105315767,23697e60-d0fd-4616-b38f-c92d259670cf,2020-06-18T17:18:33,,33
2020-06-18T12:11:36.397-05:00,2020-06-18T12:35:30.893-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Manrique central 2,"la siguiente narración es del centro infantil ya que en el he compartido mucho tiempo ya que llevo 2 años laborando ahí  mismo me siento feliz y muy contenta en esta sede ya que tiene una población  muy buena activa y divertida tanto las familias como los niños aunque  el sector no esta muy bien ubicado por la problematica de desorden social. pero al igual forma me siento muy contenta de estar ahi y compartir con los niños y niñas del sector con referente a una situacón dentro del centro infantil es mas que todo acerca de lo que podemos estar viviendo dia a dia  con  los niños y niñas ya que hay niños con una problematica dificil en el hogar donde quiere reflejar lo mismo en el centro infantil como palabras  muy fuertes  y vulgaridades muy gruesas con los compañero y A.E de llegar al punto de desafiar las profesoras  y todo el personal educativo de tirar escupas,gritar y  desafiarlas con las familias pero al igual son seres pequeños que podemos corregir cada dia con mucho amor y cariño cada dia .",Mi Jardín Mi Casa,Motivación,De vez en cuando,El trabajo colaborativo entre los agentes educativos.,0,0,0,0,0,0,0,0,0,1,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105319224,8dc046aa-c306-474f-9308-99ce200c8a05,2020-06-18T17:35:33,,34
2020-06-18T13:00:26.620-05:00,2020-06-18T13:14:04.737-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,C.I Las Golondrinas. La Libertad,"Tengo a cargo un grupo de investigadores 1 que corresponde a edades entre los 3 y 4 años, narro una situación actual que a veces me genera sentimientos negativos y positivos, ya que ha sido algo nuevo todo esto de la orientación virtual a las familias y de algunas de ellas he recibido respuestas significativas en cuanto al desarrollo de las experiencias que se proponen  cada día y otras responsabilidades, a partir de lo cual es posible observar avances en diferentes procesos d elos niños y niñas; sin embargo aquellas familias que casi no participan de las experiencias ni tienen interiorizado este sentido de responsabilidad tal vez no logren estos impactos positivos en los procesos de los niños y niñas ni les abran esas opciones de disfrute y aprendizaje, lo cual a veces me genera angustian porque sé que durante este tiempo tal vez no les puedo ofrecer un espacio tan significativo como el que tenían en los Centros Infantiles",Manifestaciones de cuarentena,Motivación,Única vez,La apropiación y uso de herramientas tecnológicas. La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños.,1,0,1,0,1,1,1,1,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Pensamiento Crítico. Resolución de problemas. Manejo de la Información y Comunicación. Creatividad e Innovación.,0,0,1,1,0,1,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105325131,226a5bf1-317e-4472-9f7d-f88afc3fac7c,2020-06-18T18:13:47,,35
2020-06-18T14:47:27.295-05:00,2020-06-18T14:59:59.423-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Fundación Las Golondrinas,"En estos días estaba recordando a una de las niñas que estuvo en uno de los CDI que llegué a acompañar. Un día una de las agentes educativas me dijo que al papá de la niña lo habían matado la noche anterior y la mamá llevó a la niña al CDI mientras realizaba las diligencias respectivas. La niña le contó a la Coordinadora como al papá lo habían asesinado al frente de la familia por parte de unos encapuchados. La niña a pesar de tener tres años, lograba dimensionar la situación de una manera muy profunda y eso nos partió el corazón. Ese tipo de situaciones no se había vuelto a dar en el municipio en el que laboraba desde los tiempos de violencia. Nunca se supo porque fue, y la familia a la fina decidió irse del pueblo. Recuerdo el deseo de ayudar a esa familia, el golpe de realidad al darnos cuenta que no eramos garantes de dar una solución y el compromiso con acompañar a esa niña.",Acompañar en medio de la dificultad,Impotencia ,Única vez,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105340807,089994d2-1529-4ab2-8d23-99bcad137387,2020-06-18T19:59:59,,36
2020-06-18T14:49:30.339-05:00,2020-06-18T15:00:59.435-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Fundación Universitaria Autónoma de las Américas,"Me emotiva que la nueva forma de acompañar a los niños y las niñas, ellos y ellas estando desde su casa es un gran reto, que en un inicio implicó temor por el escenario desconocido al que me estaba enfrentado; pero con el paso del tiempo, y al recibir las evidencias fotográficas de los niños y las niñas siento profunda alegría, emoción y orgullo, y pienso si esto siento yo, qué sentirá las mamás y las personas significativas que los acompañan en las experiencias, creo que esta experiencia de estar ""aprendiendo en casa"" es un gran reto, pero a la vez es una gran oportunidad para reinventarme y brindar un acompañamiento centrado en las necesidades de los niños y las niñas, pero también en afianzar todas su dimensiones y potencialidades.","Acompañamiento en casa, escenario de aprendizaje genuino",Orgullo,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores.,0,0,1,0,0,1,1,0,0,0,Niños/niñas,,Me dio curiosidad e inventé la historia,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,,105341039,fe37f826-1b82-4faa-b936-34d9d771e623,2020-06-18T20:01:02,,37
2020-06-18T14:54:40.441-05:00,2020-06-18T15:04:54.327-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Ximena Rico Llano,"En cierto jardín infantil, me encontré con con niña que sufría de idrosefalia y esto la conducía a qué su estado de ánimo fuera muy agresivo con sus compañeros y aún más con migo como agente educativo, al tiempo y con mucho esfuerzo y trabajo de parte de la mamá y mío como profe, la niña dió un cambio muy significativo tanto que al terminar el año no quería dejar a la profe Ángela que era las hermosa para ella",# el amor y la perseverancia lo puede todo,Motivación,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,1,0,0,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,0,1,0,Resolución de problemas. Manejo de la Información y Comunicación. Vida y Carrera.,0,0,0,1,0,1,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,105341062,7968c59f-5e10-40c6-9145-bb85b6a1d880,2020-06-18T20:01:09,,38
2020-06-18T14:47:39.537-05:00,2020-06-18T15:01:34.446-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Tatiana Zuluaga Zuluaga,"Un día me desperté con las emociones muy altas, esta súper feliz y contenta ... cuando me desplace al centro infantil llegando pude evidenciar como la naturaleza también está feliz ya que cuando  nuestras emociones están  altas vemos todos a nuestros ojos, así mismo lo ven nuestros niños cuando llegamos y nos ven feliz ellos también lo son; puesto que ellos son nuestro Pilar , son los que saben como estamos sin tener que hablar y siempre están  con sus locuras y alegrías",#todoloquehagashasloconfelicidad,Motivación,De vez en cuando,La disposición intencionada de los espacios y ambientes.,0,0,0,0,0,1,0,0,0,0,Familias y otras personas significativas,La naturaleza,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Sostenibilidad. Manejo de herramientas tecnológicas.,1,1,0,0,1,0,0,0,Potenciar el desarrollo de los niños y las niñas.,,105341107,6efb8689-a0ae-43e4-87eb-b618860d91ad,2020-06-18T20:01:36,,39
2020-06-18T14:50:36.718-05:00,2020-06-18T15:04:03.521-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,CDI Reflejo de Luna,"tengo una familia, que para hacer las tareas se rotan el celular ya que cuentan con uno solo en la familia y no cuentan con un pc, y escuchar eso y sentir ese animo para hacer la tareas en familia que se turnan que a pesar de las dificultadas, tienen eseo deseo de cumplir y hacerlas bien hechas","#Todo se puede, si lo quiero",Motivación,Todo el tiempo,La apropiación y uso de herramientas tecnológicas. La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. La disposición intencionada de los espacios y ambientes.,1,1,1,0,0,1,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,0,0,1,0,Trabajo Colaborativo. Resolución de problemas. Manejo de herramientas tecnológicas. Manejo de la Información y Comunicación. Creatividad e Innovación.,1,0,0,1,1,1,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105341383,fbdb997e-4749-4870-a5d7-54d42adab837,2020-06-18T20:04:03,,40
2020-06-18T14:48:55.727-05:00,2020-06-18T15:05:42.569-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Corporación Calmecac,"Cuando empecé mis prácticas como auxiliar docente, las realice con niños y niñas de transición, donde teníamos como estudiante a una niña con síndrome de down, adonde la profesora titular no le ofrecia a ella las mismas atención que a los demás, porque ella muchas veces la dejaba sin hacer nada por no sentarse con ella a explicarle, esto me rompió el corazón y me puso a pensar que como agentes educativos tenemos que ser incluyentes con nuestros alumnos y a todos tratarlos con el mismo amor y saber que cada ser es diferente, que cada niño y niña tiene un mundo diferente. que como guias en el proceso educativo de ellos nos tenemos que preocupar por sumergirnos en ese mundo y ayudarlos, un poco difícil puede ser pero si nos gusta y apasiona está protección que elegimos para nuestras vidas tenemos que tratar de darle a cada niño y niña el proceso que necesitan.",#Como sumergirnos en las necesidades de los niños y niñas,Tristeza,Única vez,El desempeño de los agentes educativos y sus prácticas. El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,1,0,0,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,0,1,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,105341576,90887c55-25b1-4cd3-8e01-b0838c7966cf,2020-06-18T20:05:44,,41
2020-06-18T14:53:23.569-05:00,2020-06-18T15:08:37.961-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,CDI DON BOSCO,Teniendo en cuenta la situación actual en la cual nos encontramos y que no podemos brindar una atención presencial en el CDI es muy motivante ver que los niños y niñas me recuerdan y desean compartir con migo en los acompañamientos telefónicos que se hacen alas familias.,Dejando huellas.,Motivación,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas.,0,0,0,0,1,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Manejo de la Información y Comunicación. Creatividad e Innovación.,1,0,0,0,0,1,1,0,Potenciar el desarrollo de los niños y las niñas.,,105341955,e9e494ac-2d2b-46ea-b83c-4e6d23418a16,2020-06-18T20:08:38,,42
2020-06-18T15:04:22.651-05:00,2020-06-18T15:10:20.876-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,"CDI don Bosco, reflejo de luna y dulce despertar","Soy auxiliar de enfermería y vivo constantemente relacionado con los niños que tienen malnutrición como riesgo desnutricion, desnutrición y obesidad, realizar estás llamadas y preguntarle a las familias sobre la alimentación del niño o niña, y saber q muchas familias no tienen lo necesario para alimentarse bien debido al desempleo q está pasando el país debido al covid es muy triste y desalentador saber q económicamente no podemos colaborar q la única ayuda q podemos brindar es una palabra de aliento y motivación",#unatristerealidad,Impotencia ,Todo el tiempo,Los momentos de alimentación de las niñas y los niños.,0,0,0,1,0,0,0,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,105342089,6115b311-fdeb-4299-a018-70c551aeb5ec,2020-06-18T20:10:23,,43
2020-06-18T14:58:52.775-05:00,2020-06-18T15:14:13.835-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,CI JARDÍN DE MIS TESOROS,"Siempre he estado al frente de mi centro infantil, cuando inicie el proceso con primera infancia tenía muchas espectativas porque en mi proyecto de vida siempre he tenido presente como prioridad la atención integral , lastimosamente no he visto el acompañamiento oportuno, aunque  soy docente no me las se todas y hay temas que necesitan el acompañamiento del profesional idóneo y realmente esto es algo que no se ha evidenciado en mi centro infantil, en los procesos hemos estado solas y hablo al mismo tiempo por mis compañeras.",#poruntrabajoenequipo,Tristeza,Todo el tiempo,El trabajo colaborativo entre los agentes educativos.,0,0,0,0,0,0,0,0,0,1,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,1,1,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas.,1,0,1,1,0,0,0,0,Dar cumplimiento a los criterios de calidad de la educación inicial en el marco de la atención integral.,,105342508,ce8bf737-77be-4be0-811f-032a029a239e,2020-06-18T20:14:24,,44
2020-06-18T15:03:57.882-05:00,2020-06-18T15:16:28.680-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,.,"Un día llegué al jardín y veía que se realizaban las prácticas con los niños de manera tradicional y con las mismas canciones y propuestas de siempre, que incluso yo cuando era niña viví. No me gustaba que esto pasara y menos que los AE confiaran que esa era la mejor manera de hacer las prácticas. Sin embargo, con el tiempo y los apoyos, hemos podido reflexionar sobre lo que hacemos para innovar y mejorar la calidad de la educación inicial.",Transformarnos,Motivación,De vez en cuando,El desempeño de los agentes educativos y sus prácticas. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,1,0,0,0,0,1,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,0,0,1,0,Trabajo Colaborativo. Pensamiento Crítico. Creatividad e Innovación.,1,0,1,0,0,0,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,105342666,e8ffb4d6-16d1-4993-84f6-d78d76cfe934,2020-06-18T20:16:30,,45
2020-06-18T14:52:40.600-05:00,2020-06-18T15:16:31.112-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,CI JARDIN DEL PALMAR,"Un niño con DX retraso global en el desarrollo quien en un primer momento no realizaba muchas acciones que hacen parte de la vida diaria, pero que ahora sus logros han sido bastantes significativos, que se le evidencian sus grandes avances, y que ahora con la situacion que se presenta la comunicacion se hace a traves de video llamadas , y evidenciarlo sonreir, balbucear , identificando a su profe me llena de una cantidad enorme de emociones.",#SONRISASQUETOCANELALMA,Alegría,Todo el tiempo,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,1,1,0,0,0,Trabajo Colaborativo. Creatividad e Innovación. Vida y Carrera.,1,0,0,0,0,0,1,1,Dar cumplimiento a los criterios de calidad de la educación inicial en el marco de la atención integral.,,105342670,7f260cbf-bf21-43fd-b0d4-9546c799d25e,2020-06-18T20:16:32,,46
2020-06-18T14:51:58.058-05:00,2020-06-18T15:17:08.420-05:00,2020-06-17,Sí,2020-06-18,Bogotá,,Colegio Santa Lucia IED,"En este momento nos encontramos en un mundo separado; en este momento nos conectamos con nuestros niños y niñas a través de pantallas y celulares. Debemos pensarnos y nos preocupamos por como cada uno de nuestros niños pasa su día a día. Actualmente estamos re planteando nuestra escuela y nuestras formas de relacionarnos. Se hace evidente el miedo en este momento, el miedo por que ahora conocemos las realidades de nuestros niños y niñas y no nos alcanzan las ideas, estrategias, intenciones y el corazón para ayudarlos a todos.",#lovemosenlarealidad,Impotencia ,Todo el tiempo,La apropiación y uso de herramientas tecnológicas. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,1,0,0,0,0,0,0,1,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,0,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de herramientas tecnológicas.,1,0,0,1,1,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,105342702,d3e42539-283c-440f-b8b2-e4ed5a993235,2020-06-18T20:17:09,,47
2020-06-18T15:11:10.341-05:00,2020-06-18T15:29:44.425-05:00,2020-06-17,Sí,2020-06-18,Antioquia,,Grace Kelly Gil Bedoya,"siempre había tenido niños y niñas de tres años en adelante , nunca me había a atrevido a compartir con niños de caminadores, hasta que un año me toco y me atrevi , experiencia enriquecedora, donde aprendi muchas cosas, conocí niños maravillosos y desperté mi lado sensible, me dio otra perspectiva y me reinvente como docente. Sali de mi punto de confort",#lointenteytransformémiquehacer,Motivación,De vez en cuando,El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,1,0,1,1,0,1,Agentes educativos,"niños, niñas",Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,0,1,1,1,0,Trabajo Colaborativo. Resolución de problemas. Manejo de herramientas tecnológicas. Creatividad e Innovación.,1,0,0,1,1,0,1,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",,105344405,2e92c09b-82db-4f68-837c-32b797496146,2020-06-18T20:29:44,,48
2020-06-23T10:46:58.074-05:00,2020-06-23T10:57:52.266-05:00,2020-06-22,Sí,2020-06-23,Antioquia,,corazones solidarios dos,"en los últimos meses por motivo de confinamiento por covid 19, en el centro infantil hemos evidenciado por parte de las familias, poco compromiso y corresponsabilidad para con los niños y las niñas, frente a esto hemos realizados diferentes tipos de estrategia con el fin de motivarlos e insentivarlos a participar activamente en el proceso de desarrollo de la primera infancia.",#corresponsabilidad #estareadetodos,Impotencia ,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil.,0,0,1,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Resolución de problemas.,1,0,0,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,106166656,7e42aa22-4c1b-4698-b0e8-52b5b25cae34,2020-06-23T15:57:52,,49
