start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,informacion,CENTRO_EDUCATIVO,texto,hashtag,frecuencia,relaciona_historia,La apropiación y uso de herramientas tecnológicas ,La forma como están organizadas las rutinas diarias,La vinculación de las familias a las propuestas del centro infantil,Los momentos de alimentación de las niñas y los niños,El desempeño de los agentes educativos y sus prácticas,La disposición intencionada de los espacios y ambientes,La calidad de las interacciones entre los actores,El acompañamiento a las transiciones de las niñas y los niños,La documentación de las experiencias realizadas en el centro infantil,El trabajo colaborativo entre los agentes educativos ,acto_principal,Otro,sentiste,habilidades,Habilidades artística,Habilidades comunicativas,Habilidades socioemocionales,Habilidades manuales,Habilidades socio-ambientales,Ninguna de las anteriores,competencias,Trabajo Colaborativo,Comunicación,Pensamiento Crítico,Resolución de problemas,Manejo de herramientas tecnológicas,Manejo de la información,Creatividad e Innovación,Vida y Carrera,rol,_id,_uuid,_submission_time,_validation_status,_index
2020-06-17T10:41:46.108-05:00,2020-06-17T11:01:12.575-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Manzanita, es una payasita alegre, energica, emotiva y muyyyy payasa..... Ella en uno de sus recorridos por algunos grupos de niños y niñas, se encontró en una situación muyyyy especial. Una mañana llegaba al centro infantil Cunita 3, (ahora se llama CI COR Jesús Amigo Ediluz), con una caja llena de sorpresas y elementos mágicos para que la experiencia fuera inolvidable. Entra a la sala de desarrollo, muy seria, sin disfraz, saluda a los niños y niñas que estan sentados todos en posición de mariposa, ellos muy motivados saludan y siguen las instrucciones. De un momento a otro manzanita se transforma, se pone su nariz de payasa, se pone su tutú, se arma de valor y empieza al ritmo de una musica circense, epieza a sacar elementos de su caja mágica....saca un caballo, e invita a todos y todas a imitar el caballo, se escuchan sonidos, empiezan los niños a moverse por todooo el espacio...y asi sucesivamente Manzanita va mostrando, algunos animales, plantas, pitos, todos objetos que invitaban al movimiento y a la risa. Y ahí se dio cuenta de cuanto importaba la risa, esa sensación de libertad que dio a los niños y niñas, esa sensación de seguridad que todos compartian, rieron por un rato, se abrazaron y se divirtieron mucho....se aplaudiero y dieron gracias por la vida, sintieron su corazón y estiraron su cuerpo....y asi se fusionaron yoga y risa, hermosa combinación que Manzanita quiere que todos los niños  y niñas de Jesús Amigo vivan esta hermosa experiencia, sonrian y se sientan felices.",Motivación,Única vez,La forma como están organizadas las rutinas diarias. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores.,0,1,0,0,1,0,1,0,0,0,Otro,Personaje mágico,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,0,1,0,0,0,Creatividad e Innovación. Vida y Carrera.,0,0,0,0,0,0,1,1,Potenciar el desarrollo de los niños y las niñas.,105092933,970cb333-3ca9-4458-9c8d-07f82228c2f6,2020-06-17T16:01:09,,27
2020-06-17T10:56:27.647-05:00,2020-06-17T11:01:27.341-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,Fin,Motivación,Única vez,Los momentos de alimentación de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,0,0,0,1,0,0,0,0,0,1,Niños/niñas,No aplica,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Trabajo Colaborativo. Manejo de herramientas tecnológicas.,1,0,0,0,1,0,0,0,Potenciar el desarrollo de los niños y las niñas.,105092998,0d467de6-5b1c-48ab-a30d-66ac0869129b,2020-06-17T16:01:27,,28
2020-06-17T10:37:09.030-05:00,2020-06-17T11:03:01.258-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Hola mi nombre es Veronica y esta es mi historia.  Es mi primer año en el centro educativo Jesús amigo y observe niños con comportamientos, de temor, inseguridad e intranquilidad; emociones que deseaba cambiar. Me gusta que los niños y las niñas se acerquen a mi cuando tengan la confianza de hacerlo, para esto empecé a mostrar mi alegría, espontaneidad, tranquilidad y empatía, así fueron ellos quienes sintieron curiosidad y tomar la iniciativa de escucharme y conocerme; muchas de sus emociones cambiaron y se veían mas feliz al ingresar, hablaban más, participaban con más emoción y saber que aporte en ese cambio me lleno de satisfacción.",Motivación,Todo el tiempo,La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. Los momentos de alimentación de las niñas y los niños. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños.,0,1,1,1,1,0,1,1,0,0,Agentes educativos,N/A,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,1,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas.,1,0,1,1,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,105093202,c73f2d32-2ad9-42e7-a991-cc3215cb6b8b,2020-06-17T16:03:09,,29
2020-06-17T10:35:49.330-05:00,2020-06-17T11:03:28.423-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Cuando se llega fin de año, se presenta diferentes emociones, en unos el deseo de continuar en una institución educativa, en otros la nostalgia de no ver esos amiguitos, en otros felicidad porque se llegó diciembre lleno de luces, arbolitos de navidad, visita a familiares que se encuentren en otro municipio o ciudad; lo emocionante de todo es compartir la clausura con sus pares y para una la dicha que todo salga bien y se disfrute al máximo de éste tiempo, fue grato tener la oportunidad de escuchar de cerca a un vionilista, de los instrumentos musicales que me agradan, éste es uno de ellos, tome ese toque como un regalo personal, cada uno se alegro con la parte que cogió para sí, lo lindo de todo ha sido compartirlo juntos.",Motivación,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,0,0,1,0,1,1,1,1,0,1,Niños/niñas,N/A,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,0,1,0,0,0,Trabajo Colaborativo. Pensamiento Crítico. Manejo de herramientas tecnológicas. Manejo de la Información y Comunicación. Creatividad e Innovación.,1,0,1,0,1,1,1,0,Potenciar el desarrollo de los niños y las niñas.,105093296,5d83b9b0-0f84-4705-bfdc-05f0ad85d85e,2020-06-17T16:03:39,,30
2020-06-17T10:34:29.700-05:00,2020-06-17T11:04:57.459-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Recuerdo una ves , que un estudiante sin culpa alguna me arrojo por las escaleras del colegio, yo estaba fracturado de un pie y el jugando con sus amigos en el pasillo me empujo y rode por las escaleras, tiempo despues siendo yo coordinador del colegio me lo encontre como practicante de licenciatura en ingles y nos reiamos con total cariño por esa historia tan particular.",Alegría,Única vez,La forma como están organizadas las rutinas diarias.,0,1,0,0,0,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,Ninguna de las anteriores,0,0,0,0,0,1,Vida y Carrera.,0,0,0,0,0,0,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,105093483,63d76d02-a8e0-45bd-a021-e1e584b386d9,2020-06-17T16:05:03,,31
2020-06-17T10:34:14.616-05:00,2020-06-17T11:04:11.632-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"En el año 2012, conocí a Brayan, un niño con con diagnóstico de enfermedad cerebral que a sus casi 4 años, le impedía caminar, hablar y hacer todas las acciones propias de un niño de esa edad. En su carrito de bebé inició proceso de atención en el centro infantil en el cuál laboraba para entonces; era desalentador lo que mencionaba su madre acerca de las posibilidades de avance del niño. Aún así se integró al grupo con sus nuevos 24 compañeros, que sin más ni más todos entre los 4 y 5 años de edad, lo recibieron y acogieron: ¡No es bebé, es Brayan, Brayan para cuidar, y para Jugar!. Durante la primera semana lloró por el ruido, por el cambio, por lo nuevo. Después empezó a sonreír al llegar al jardín, a sonreír más con los juegos que le hacían los otros niños y a seguir con su sonrisa los mimos de las profes. En meses empezó a gatear, arrastrarse para llegar a los juguetes. Se acompañó a la madre de familia en muchos procesos para que ella también tratara de hacer que en los días en casa el niño se viera retado a jugar, a moverse, a escuchar canciones.  A fin de año, el niño era el más consentido del jardín, y el que mostraba más logros, ya podía sostenerse sobre un caminador y desplazarse con ayuda de este; con movimientos y pasos torpes pero ya de pie. Me fui del centro infantil, dejé de laborar en este. Hace poco más de dos meses, llegando a mi casa lo vi; estaba al lado de una mesa en su carrito de bebé, más grande, mirando a todos lados, como haciendo pereza o estando simplemente ahí, mientras su madre jugaba con fichas en compañía de otros adultos en una mesa afuera de una tienda. Brayan siguió siendo el bebé grande; me dolió verlo de nuevo como si no hubiera alcanzado tanto en sus días de jardín, de nuevo en su carrito de bebé. Tengo claro que iba a lograr mucho, seguramente no en todas las condiciones perfectas, pero verlo ahí,  a un lado, en su carrito solo esperando. Volví a pensar que era más fácil que siguiera siendo bebé.",Tristeza,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,0,0,1,0,1,0,1,1,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,1,1,0,Trabajo Colaborativo. Resolución de problemas. Creatividad e Innovación.,1,0,0,1,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,105093488,bbd7ab81-4b91-4b03-9d77-234a97a3190f,2020-06-17T16:05:07,,32
2020-06-17T10:55:45.975-05:00,2020-06-17T11:06:01.990-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Escuchar a los niños y las niñas y dejar que expresen sus conocimientos y dudas, que desde su ser encuentren nuevas experiencias y nunca dejan atrás su imaginación, y curiosidad, esa es una gran experiencia",Motivación,Todo el tiempo,La disposición intencionada de los espacios y ambientes.,0,0,0,0,0,1,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,105093740,aa9dff99-ae54-4983-8723-a0ab4c9380b3,2020-06-17T16:06:13,,33
2020-06-17T10:42:42.719-05:00,2020-06-17T11:09:54.312-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"como todo al principio y en un lugar nuevo genera sentimientos encontrados, angustia, temor, ansiedad y susto; pero fueron pasando los días y se fue dando la confianza, el conocimiento y la interacción en el nuevo campo, porque a pesar de la experiencia es algo diferente a lo que te debes acoplar, se entra entonces en confianza con todo, el espacio, los niños, las niñas, las familias, los compañeros y la parte pedagógica; ahora me siento súper bien con todo he aprendido mucho,  el equipo de trabajo es bueno y me he ido encaminando a lo nuevo aprendiendo cada día, me siento muy bien y mi calidad de vida ha mejorado.    ,",Tranquilidad,Única vez,La calidad de las interacciones entre los actores. El trabajo colaborativo entre los agentes educativos.,0,0,0,0,0,0,1,0,0,1,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,0,0,1,0,Trabajo Colaborativo. Creatividad e Innovación. Vida y Carrera.,1,0,0,0,0,0,1,1,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",105094494,18ab9f5b-1bad-48fe-ad74-070a3869314c,2020-06-17T16:09:07,,34
2020-06-17T10:50:54.867-05:00,2020-06-17T11:11:10.090-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Durante este tiempo de contingencia  hemos  estado mas cerca de las familias, por lo tanto hemos tenido la oportunidad de conocer un poco mas sobre sus vidas personales, debido a esto me toco ser testigo  de una ruptura familiar, la cual considero que no es por falta de cariño, es falta de dialogo,   es muy triste ver como de la noche a la mañana todo cambia y los niños no logran entender estas situaciones que los hacen sentir tristes, melancólicos,  para mi como agente educativo  estas situaciones me hacen sentir triste por no poder ayudar en nada.",Impotencia ,De vez en cuando,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Resolución de problemas. Manejo de herramientas tecnológicas. Manejo de la Información y Comunicación. Vida y Carrera.,0,0,0,1,1,1,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,105094824,e23187d8-52e1-419c-8156-9362fb10c44c,2020-06-17T16:10:52,,35
2020-06-17T10:47:00.970-05:00,2020-06-17T11:12:11.627-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"En la trayectoria como agente educativo de 9 años, en el campo de la primera infancia, me ha permitido estar en diferentes contextos y poblaciones que me ha permitido aprender y desaprender, logrado así compartir con la comunidad educativa y generar procesos de aprendizajes significativos. Por ende, les quiero compartir en la narrativa un proceso que permitió buscar estrategias pedagógicas, reinventarme como agente educativo y como persona para llegar a brindar ese acompañamiento a un niño con síndrome asperger . Hacer lectura de contexto de mi grupo 25 niños de edades que oscilan entre 4 y 5, uno de 3 años con síndrome asperger. Esto permitió hacer un trabajo conjunto todos los niños - niñas y las familias, porque a partir de ahí generar procesos de inclusión, participación, e identificar estrategias pedagógicas para e acompañamiento de todos. Al principió sentía angustia de cómo hacerlo, pero a la mediada que fui, realizando procesos de observación, indagando con la familia del niño, acompañamiento del equipo interdisciplinario, socialización con el niño descubriendo sus interés y necesidad. En conclusión, se logró construir procesos significativos con todos los niños de aceptación, participación y con el niño sus habilidades permitieron ir aprendiendo a su ritmo y contexto. Como agente educativa quede satisfecha de mi labor ya que puede aprender nuevas estrategias y abrirme a nuevos enfoques pedagógicos para aplicarlos.",Motivación,De vez en cuando,La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil.,0,1,1,0,1,1,0,1,1,0,Niños/niñas,NA,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,0,1,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación. Creatividad e Innovación. Vida y Carrera.,1,0,0,1,0,1,1,1,Dar cumplimiento a los criterios de calidad de la educación inicial en el marco de la atención integral.,105094984,0e3347ee-899f-4050-a246-b875cc8fc7fe,2020-06-17T16:12:12,,36
2020-06-17T10:42:06.436-05:00,2020-06-17T11:13:44.393-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"En algún momento la vida me sorprendió con la labor de guiar infantes por accidente y me di cuenta que era algo que motivaba mi ser, fue entonces cuando decidí estudiar una técnica en primera infancia y llegue como titular, pese a solo ser técnica, en una escuela del sector. Sin embargo, allí las condiciones laborares eran un poco complejas por cuestión de salario, labores a realizar y tiempo de labor, pero aun así, me sentía feliz de desempeñarme como docente. Después de un par de años, esta escuela hace un convenio con la corporación Jesús Amigo para impartir grados bajo la modalidad de cobertura, lo que me da la oportunidad de conocer su dinámica. Y desde entonces comencé a vislumbrarme como parte de esta familia. Me anime a segur estudiando para lograr ser licenciada y de esta manera tener más oportunidades de entrar a la corporación  Fueron varios años arduos, de trasnocho y cansancio, porque para poder estudiar, con un horario de 12 horas de labor, solo lo podría hacer virtual, pero cada día avanzaba a mi meta Llegó el día anhelado de mi graduación.  Semanas después, busqué el gerente de la corporación, quien de manera muy cordial me indicó donde dejar mi hoja de vida.  Tres meses después fui llamada a entrevista, la cual afortunadamente pase y que hoy, me da la dicha de pertenecer a esta gran familia Jesús Amigo",Alegría,Todo el tiempo,La apropiación y uso de herramientas tecnológicas. La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. Los momentos de alimentación de las niñas y los niños. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil. El trabajo colaborativo entre los agentes educativos.,1,1,1,1,1,1,1,1,1,1,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,1,1,0,Trabajo Colaborativo. Pensamiento Crítico. Resolución de problemas. Creatividad e Innovación.,1,0,1,1,0,0,1,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",105095194,364f5f53-633f-45d4-9c01-7a028d5b6030,2020-06-17T16:13:41,,37
2020-06-17T10:53:10.207-05:00,2020-06-17T11:13:43.633-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Un Día en la Realización de una de las Experiencias estábamos realizando una creación, todos los niños y las niñas me hablaban al tiempo, yo les decía que me hablarán de a uno, pero era tanta el interés y la energía al Realizar su creación que no todos seguían hablándome, llegó un momento que yo la verdad respondía ""Si, Si"" Aquél día terminamos nuestra Experiencia, pero al día siguiente vaya Sorpresa uno de los niños llegó al Centro Infantil  con una tortuga gigante y todos le preguntaron porque la trajiste y el niño Respondió: ayer le dije a la Profe que la traería y ella me respondió "" Si, Si"" Aquel día fué de gran Aprendizaje, por más difícil que seas Siempre tratar de escuchar a cada niño y niña.",Motivación,Única vez,El desempeño de los agentes educativos y sus prácticas.,0,0,0,0,1,0,0,0,0,0,Niños/niñas,No Aplica,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,0,1,0,1,0,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",105095199,8e65d5a1-b7fd-4b8f-a8f5-e7506ac836ae,2020-06-17T16:13:45,,38
2020-06-17T11:00:06.794-05:00,2020-06-17T11:13:48.551-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Adaptación de los niños y niñas del ciclo vital 2 años al centro infantil, los momentos pedagógicosy el acompañamiento de las familias y adultos significativos en el nuevo proceso en casa",Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,0,0,1,0,0,0,1,1,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,0,1,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,105095202,823bf48f-fff5-440f-9b39-bfeb11c643db,2020-06-17T16:13:46,,39
2020-06-17T10:35:00.107-05:00,2020-06-17T11:14:45.951-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Como agente educativa he ido sumando múltiples experiencias a través del tiempo, la gran mayoría positivas, otras no tanto, incluso algunas significativas, que me han formado y me han permitido aprender y descubrir nuevas formas de acompañar el proceso de los niños, niñas, familias y comunidad en general; sin embargo la experiencia más interesante que contaré en los dias venideros es la de la cuarentena y como ha sido el acompañamiento a los niños y las niñas, durante el confinamiento en el que estamos  a causa del COVID 19, formando consideró, una relación más extrecha con las familias, nos convertimos en sus confidentes, en sus guías, la gran mayoria de las familias han tenido una respuesta significativa, sin embargo otros no participan asertivamente, en general ha sido una experiencia nueva, diferente, donde se aprendieron cosas significativas acerca de las herramientas tecnológicas.",Motivación,Única vez,La apropiación y uso de herramientas tecnológicas. La forma como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del centro infantil. Los momentos de alimentación de las niñas y los niños. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil. El trabajo colaborativo entre los agentes educativos.,1,1,1,1,1,1,1,1,1,1,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,0,1,0,Trabajo Colaborativo. Manejo de herramientas tecnológicas. Manejo de la Información y Comunicación. Creatividad e Innovación. Vida y Carrera.,1,0,0,0,1,1,1,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,105095366,0a5ce5cb-b4a6-4249-937b-75a95754a82b,2020-06-17T16:14:39,,40
2020-06-17T10:39:46.971-05:00,2020-06-17T11:20:34.968-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Al iniciar mi quehacer pedagógico me di a la tarea de exponer todos los objetos provocadores para la elaboración de un colash para trabajar la igualdad en los el desarrollo de los niños y las niñas de mi sala, en donde  se presentó diversidad de recortes de personas de algunas revistas, colores, pegamento, lana, palitos de paleta y plastilina, los niños mostraron mucho interés en la asamblea, dialogamos de todos esos trabajos que podemos realizar conjuntamente sin determinar un género, pero durante este encuentro y al finalizar con la creación del colash, me causo gran  curiosidad como Isabella llora porque no se tiene el color palo de rosa ( decirle así porque no soy experta en la paleta de colores ) por lo tanto me acerco y le expreso mi ayuda, ella dice que quiere pintar a su mamá y otros integrantes de la familia, pero que no tenía el COLOR PIEL para poderlo hacer, lo cual me dejó inquietad, por ende le dije que podía pintarlo con el color marrón si así lo deseaba, le mostré una foto de su madre vía whatsapp y le dije que su madre tenía un hermoso color marrón, claro que ese si lo teníamos y ella seguía insistiendo en que ese no era el color piel, la maestra del otro grupo me facilito un color palo de rosa, ella estaba feliz, dejo de llorar y le dije que si ese era su color piel y su respuesta fue clara y con una gran sonrisa ¡sí!. Me di a la tarea de hacerle un seguimiento y me doy cuenta a lo largo de unos días que la niña reconoce que el color piel, solo es el rosa y es porque a través de sus creaciones y con el tiempo han manejado en ella un cierre de creatividad en sus elaboraciones, pues la madre le dice que pintar, como hacerlo para lo cual no favorece mucho en la niña en aspectos como  su autonomía, crea prejuicios y retiene su imaginación. Esto me deja a la tarea de que es enseñar a pensar, crear y no repetir estilos existentes. Re-inventarte es la palabra clave, porque quizás yo pude caer o caigo también en el método de la madre.",Motivación,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil. El desempeño de los agentes educativos y sus prácticas. La disposición intencionada de los espacios y ambientes. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre los agentes educativos.,0,0,1,0,1,1,0,1,0,1,Niños/niñas,NA,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,1,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación. Creatividad e Innovación.,1,0,0,1,0,1,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,105096355,b822eb9d-b54b-47be-b0c0-c36338b9a689,2020-06-17T16:20:35,,41
2020-06-17T10:49:07.143-05:00,2020-06-17T11:22:02.342-05:00,2020-06-16,Sí,2020-06-17,Antioquia,,CE corporación Educativa Jesús amigo,"Fui trasladada al centro infantil Córdoba el 24 de febrero y el recibimiento que tuve fue caluroso y afectivo por parte de las compañeras que encontré allí y sólo conocía a Verónica a quien llevo en mi corazón porque es una chica muy especial para mi y conocí a Ros a Luz Delly a Evelyn y a Dora unas personas muy bellas a quienes aprendí a apreciar rapídamente. El grupo de niños y niñas de dos y tres años que me correspondió me genero un gran reto porque hace rato que no estaba con un grupo de edad tan pequeño; sin embargo estos chiquillos me enamoraron desde la primera semana. Luego de sólo cuatro semanas de compartir con ellos, llega este período de contingencia que trajo consigo tantos cambios para todos, entonces llega u nuevo reto y es compartir con las familias vía internet y yo no las conocía, sólo había visto un par de veces a alguna abuela o mamá y se ha convertido esto en una tan bonita oportunidad de conocerlas, de acercarme a ellas, de interactuar de una manera tan profesional y de tanto corazón también,porque me ha dado el privilegio de escuchar a mis mamás, de orientarlas, hasta de ayudarlas en tareas de sus otros hijos. Todo esto ha hecho que este período de trabajo desde casa sea agradable y placentero porque, mi trabajo es útil para las personas que acompaño, pues desde aquí puedo acompañar los procesos de mis chiquitos, celebrar sus logros y puedo amar cada vez más lo que hago.",Tranquilidad,Única vez,La apropiación y uso de herramientas tecnológicas. La vinculación de las familias a las propuestas del centro infantil. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el centro infantil.,1,0,1,0,0,0,1,1,1,0,Familias y otras personas significativas,NA,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,105096604,21090e3f-0f7f-4832-9028-a1e0e65584ef,2020-06-17T16:22:07,,42
