FragmentID, NarrID, SessionStartDate, SessionEndDate, ServerEntryDate,1.1 La educación deberá enfocarse en-Cumplir con el plan de estudios,1.1 La educación deberá enfocarse en-El desarrollo socio emocional del estudiante,1.1 La educación deberá enfocarse en-Quality,1.1 La educación deberá enfocarse en-X,1.1 La educación deberá enfocarse en-Y,1.1 La educación deberá enfocarse en-NA,1.2 Estudiantes necesitan cultivar-Habilidades prácticas para la vida,1.2 Estudiantes necesitan cultivar-Fundamentos para un aprendizaje continuo,1.2 Estudiantes necesitan cultivar-Comprensión del mundo que los rodea,1.2 Estudiantes necesitan cultivar-X,1.2 Estudiantes necesitan cultivar-Y,1.2 Estudiantes necesitan cultivar-NA,1.3 Los colegios deben enfocarse en que los estudiantes...-Reflexionen sobre lo aprendido,1.3 Los colegios deben enfocarse en que los estudiantes...-Apliquen los conocimientos,1.3 Los colegios deben enfocarse en que los estudiantes...-Experimenten con lo aprendido,1.3 Los colegios deben enfocarse en que los estudiantes...-X,1.3 Los colegios deben enfocarse en que los estudiantes...-Y,1.3 Los colegios deben enfocarse en que los estudiantes...-NA,"1.4 Vamos a tener que repensar-El plan de estudios, los horarios, las normas y las políticas",1.4 Vamos a tener que repensar-Cómo se invierten y se gestionan los recursos educativos,1.4 Vamos a tener que repensar-La formación y cualificación de los docentes,1.4 Vamos a tener que repensar-X,1.4 Vamos a tener que repensar-Y,1.4 Vamos a tener que repensar-NA,1.5 El cambio será liderado por-Secretarías y Ministerio,1.5 El cambio será liderado por-Docentes y rectores,1.5 El cambio será liderado por-Estudiantes y padres,1.5 El cambio será liderado por-X,1.5 El cambio será liderado por-Y,1.5 El cambio será liderado por-NA,1.6 Papel del docente-Mostarle nuevos mundos y posibilidades a los estudiantes,1.6 Papel del docente-Ayudarle a los estudiantes a alcanzar sus objetivos,1.6 Papel del docente-Dar soporte emocional a los estudiantes,1.6 Papel del docente-X,1.6 Papel del docente-Y,1.6 Papel del docente-NA,2.1 se animará a los estudiantes a aprender-...individualmente / independiente,2.1 se animará a los estudiantes a aprender-...socialmente / en grupo,2.1 se animará a los estudiantes a aprender-X,2.1 se animará a los estudiantes a aprender-NA,2.2 El aprendizaje será...-Liderado por el docente,2.2 El aprendizaje será...-Liderado por el estudiante,2.2 El aprendizaje será...-X,2.2 El aprendizaje será...-NA,"3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_La comunidad y las relaciones","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_La filosofía del colegio","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El aprendizaje y el crecimiento","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_Los problemas como oportunidades","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_Los premios y los reconocimientos","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_autonomía y el soporte","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El desarrollo en general del estudiante","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El crecimiento personal y los logros","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_otrro",Other_theme,4.1 I am a...,4.2 Género,4.3 Experience in education,4.4 Experience in institution,4.5 Levels taught_Preescolar,4.5 Levels taught_Básica primaria,4.5 Levels taught_Básica Secundaria,4.5 Levels taught_Media,4.6 Age,4.7 Professional qualifications,City,IE,Describa brevemente qué deben hacer las instituciones educativas y los docentes para prepararse para ofrecer una mejor educación de acuerdo con los retos actuales y futuros. Por favor resuma sus pensamientos en un párrafo corto.,Title,Utopia,Dystopia,ProjectID,ApplicationName,SessionID,Language
843dd7cb-7c66-450c-8704-f0dfef56e1de,200,,2020/07/22 17:03:53.565,2020/07/22 17:03:58.818,12.866.716,5.470.086,32.432.426,0.59782857,0.47370937,,3.384.459,3.333.333,32.822.083,0.4948874,0.28866664,,26.406.813,3.717.949,36.413.696,0.55003446,0.32197437,,35.016.666,3.760.683,273.765,0.46179917,0.3256752,,33.476.948,3.333.333,33.189.724,0.4985639,0.28866664,,33.322.968,32.905.983,33.771.046,0.50224036,0.2849658,,52.642,47.358,0.47358003,,52.642,47.358,0.47358003,,1,,,,,,,1,,,Docente,Hombre,De 11 a 20 años,De 3 a 5 años,,1,,,Entre 41 y 50 años,Profesional no licenciado,Medellín,IE Lusitania Paz de Colombia,"Aprovechar mejor las potencialidades de las herramientas tecnológicas mas accesibles a las comunidades impactadas. Gestionar estrategias para compartir recursos pedagógicos (actividades, proyectos, contenidos). Fortalecer vinculos y proyectos con diversas entidades o instancias con influencia educativa.",#Aprovechar #Compartir #Vincular,"Diversidad de actores que confluyen física y virtualmente en iniciativas de investigación, expresión, aprendizaje, liderazgo de procesos, intervención a la comunidad, creación.",Aislamiento. Comunicación limitada. Practicas obsoletas que evocan la presencialidad. Acceso fragmentado a la cultura global. mucho control pero poca autonomia. Coartamiento a la creatividad.,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
489b3310-f4a6-4f50-80b0-107daf2c1ad3,251,,2020/07/29 13:47:16.197,2020/07/29 13:47:22.294,8.967.139,0.0,9.103.286,0.91032857,0.0,,84.369.354,2.136.757,13.493.891,0.1456227,0.018504297,,10.863,12.820.511,8.609.319,0.92503446,0.11102563,,46.904.883,9.017.095,51.385.646,0.50224036,0.78088033,,91.260.376,0.8546981,78.849.196,0.0831227,0.007401709,,9.919.464,0.4273529,0.37800556,0.00591682,0.0037008803,,17.169.022,8.283.098,0.8283098,,561.893,43.810.703,0.43810704,,,,1,,,1,,,,,Docente,Prefiere no decir,De 6 a 10 años,De 3 a 5 años,,1,,,Entre 31 y 40 años,Magister,Medellín,,las instituciones deben mirar al estudiante como un sujeto con saberes propios que construye su aprendizaje a partir de sus experiencias.,#elestudiantepuede,"Mas autonomia de los estudiantes, un aprendizaje desde la comprensión de su mundo.",Seguir aprendiendo contenidos.,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
1943af68-392e-4431-937c-046270e187f3,307,,2020/08/11 20:23:18.567,2020/08/11 20:23:19.832,0.069967866,5.035.678,49.573.246,0.7485639,0.43670088,,4.876.729,12.820.511,4.995.066,0.50591683,0.011102589,,47.117.596,38.461.533,49.036.255,0.5095933,0.033307716,,33.322.968,32.905.983,33.771.046,0.50224036,0.2849658,,33.998.566,3.376.068,32.240.753,0.49121094,0.29236752,,34.331.646,3.162.393,34.044.422,0.4985639,0.27386323,,1.024.335,8.975.665,0.8975665,,1.362.173,8.637.827,0.8637827,,,,,1,,,1,,,,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,1,,,Entre 41 y 50 años,Licenciado,Medellín,Colegio de la Compañía de María La Enseñanza,"Estar dispuesto al cambio, ser flexible, no temer a lo nuevo.las instituciones deben abrir espacios a capacitaciones que requieran los docentes teniendo en cuenta las necesidades del colegio.",...,Aprendizaje basado en proyectos y todo esto lleva a la experimentación a través de la virtualidad,"Se pierde la socialización, la interacción con el otro",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
6d5fd001-55d9-4888-81b3-1e1cb001885f,95,,2020/06/17 13:52:02.809,2020/06/17 13:52:04.660,33.904.297,3.247.863,3.361.707,0.4985639,0.28126493,,33.169,3.247.863,34.352.367,0.50591683,0.28126493,,3.369.062,32.905.983,33.403.393,0.4985639,0.2849658,,12.505.354,4.145.299,4.604.165,0.6676815,0.35898292,,33.630.913,3.376.068,32.608.406,0.4948874,0.29236752,,331.093,3.333.333,33.557.373,0.50224036,0.28866664,,4.960.146,5.039.854,0.5039854,,4.926.362,5.073.638,0.5073638,,,,,1,,1,,,,,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,,,1,Entre 41 y 50 años,Especialista,Medellín,IE Benedikta Zur Nieden,"formación: académica, tecnológica y didáctica",educaciónfuturo,autonomía educativa,dependencia tecnológica,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
bd32dc83-a68e-42e1-9879-662592695f6e,308,,2020/08/11 20:57:43.846,2020/08/11 20:57:49.745,23.826.994,5.042.735,25.745.657,0.5095933,0.43670088,,31.399.895,36.752.136,3.184.797,0.50224036,0.31827348,,38.391.476,23.504.272,3.810.425,0.4985639,0.20354702,,33.630.913,3.376.068,32.608.406,0.4948874,0.29236752,,2.923.801,44.017.094,26.744.896,0.48753446,0.38118804,,3.198.122,36.324.787,31.693.995,0.4985639,0.31457266,,3.490.551,6.509.449,0.6509449,,5.027.713,4.972.287,0.49722868,,1,,,,,1,,,,,Docente,Mujer,De 11 a 20 años,De 11 a 20 años,1,,,,Entre 31 y 40 años,Especialista,Medellín,Colegio de la Compañía de María La Enseñanza,"Es necesario pensar nuevas formas de enseñar para que se den nuevas formas de aprender. La tecnología es el medio no el fin. El maestro que tiene claro para qué y cómo enseña una disciplina, motiva a sus alumnos, los atrapa y los invita a querer aplicar, reflexionar y experimentar lo aprendido. La educación necesita maestros comprometidos, preparados, con vocación de servicio y que enseñen con pasión y amor. Maestros e Instituciones con arte de enseñar para la vida.",La escuela que viene y sus retos,El mejor futuro:La tecnología parte importante de la educación. Irá más allá de la tabletización y la celularización. Mayores habilidades tecnológicasUna sociedad más consciente del cambio climáticoPersonas más resilientes,El peor futuro posible:Padres más desconectados de sus hijosLa demencia digital (dependencia),FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
34af7a58-5f80-4754-889e-53c4cbe59664,309,,2020/08/11 20:25:20.897,2020/08/11 20:25:26.810,0.30386108,3.717.949,62.516.647,0.8110639,0.32197437,,6.906.958,2.905.983,18.705.908,0.16400506,0.2516581,,23.997.657,940.171,35.831.347,0.50591683,0.81418806,,41.625.924,29.914.548,9.284.595,0.94341683,0.025906008,,9.839.965,12.820.511,0.31830344,0.00959329,0.011102589,,8.209.749,16.239.319,16.631.984,0.09782858,0.14063247,,11.217.296,9.887.827,0.9887827,,7.709.563,92.290.436,0.9229044,,,,,1,,,1,,,,Docente,Mujer,Más de 20 años,Más de 20 años,,1,,,Entre 41 y 50 años,Especialista,Medellín,Colegio de la Compañía de María La Enseñanza,"Actualizar todos los procesos informáticos, contar con herramientas y plataformas derivadas de las TIC-S acordes con los modelos de enseñanza aprendizaje que el colegio quiera orientar y que estén conformes con la misión y filosofía del Colegio. El cual se orientará hacia una perspectiva global.",Educación globalizada,"Lo ideal para el 2030  sería la unidad de las familias y los hogares, en relación con los nuevos entornos tecnológicos de la época,en ambientes sanos de aprendizajes.","El peor escenario sería el hombre contra el hombre, sin valores ni principios, individualista y solo pensando en su propio bienestar.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
84e4e960-0ec5-48bc-a010-1c90d7697285,252,,2020/07/29 14:07:09.534,2020/07/29 14:07:16.009,0.022712402,5.042.735,49.549.942,0.7476361,0.43670088,,32.496.616,34.188.034,33.315.346,0.50409365,0.29606837,,33.234.623,34.188.034,3.257.734,0.49671355,0.29606837,,34.303,32.051.285,33.645.718,0.49671355,0.2775641,,33.292.973,3.333.333,33.373.695,0.5004036,0.28866664,,3.286.562,34.188.034,32.946.342,0.5004036,0.29606837,,3.572.576,6.427.424,0.6427424,,53.482.773,4.651.723,0.46517232,,,,1,,,,1,,,,Docente,Mujer,De 11 a 20 años,De 11 a 20 años,,,1,1,Entre 31 y 40 años,Licenciado,Medellín,IE El Bosque,"Tanto las instituciones educativas cómo los docentes deberán replantear su horizonte para lo cuál se deberán cualificar, además de replantear qué realmente están haciendo para que los estudiantes y la sociedad den el giro que el mundo necesita.",#educaciónéticayrenovación,"Una renovación en el pensar y hacer del docente con una gran ética profesional, con instituciones con mayor equidad y oportunidades para que los estudiantes desarrollen sus proyectos de vida. Además con políticas educativas más acordes con las necesidades y realidades de los estudiantes en cuanto a equidad e inclusión.",El peor escenario es que siga igual.,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
807728b0-20fa-42e3-bcb7-599b47b111dd,96,,2020/06/19 16:33:10.646,2020/06/19 16:33:14.950,1.390.053,0.42735288,8.567.211,0.858858,0.0037008803,,8.391.687,5.982.902,10.100.228,0.13091682,0.051811963,,7.898.759,2.136.757,89.964.485,0.91032857,0.018504297,,10.434.592,8.162.393,7.941.477,0.48753446,0.7068632,,29.775.337,36.324.787,33.899.876,0.52062273,0.31457266,,4.348.197,4.273.504,13.782.986,0.35150504,0.37008545,,4.267.578,5.732.422,0.5732422,,3.760.821,6.239.179,0.6239179,,,,1,,,,,,,,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,,1,,Entre 31 y 40 años,Profesional no licenciado,Medellín,,capacitarsetener etica,#eticaenlaeducacion,Las herramientas usadas para el aprendizaje,Pienso positivo,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
281b4f17-c40c-4dd5-a3ad-f3f3a8d6c29b,98,,2020/06/16 21:35:39.221,2020/06/16 21:35:44.209,34.956.594,9.145.299,50.513.525,0.50777847,0.7919829,,12.903.683,76.923.065,79.404.015,0.8325017,0.06661538,,8.301.439,76.923.065,9.293.314,0.13139468,0.06661538,,12.029.258,12.393.173,7.557.757,0.8177416,0.10732485,,31.487.114,35.470.078,33.042.805,0.50777847,0.3071709,,7.402.188,12.393.166,1.358.495,0.19781534,0.10732481,,7.371.807,26.281.925,0.26281926,,7.335.316,26.646.841,0.2664684,,1,,,1,,,,,,,Docente,Mujer,De 11 a 20 años,Menos de un año,,,1,,Entre 41 y 50 años,Licenciado,Medellín,IE Bello Oriente,"Es muy importante que para asumir los retos en estos momentos y a futuro,se deben de dar las condiciones adecuadas para garantizar la educación y bienestar de toda la comunidad educativa.",Los  retos en momentos  de crisis.,Volver a las aulas.,Seguir con la educación virtual.,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
1e7226d6-0052-4103-bfd4-bee7a3b06dd8,99,,2020/06/26 01:07:06.515,2020/06/26 01:07:10.387,0.8808667,48.717.945,5.040.119,0.7476016,0.4218974,,34.034.428,3.333.333,3.263.224,0.49298906,0.28866664,,34.092.773,32.478.638,33.428.593,0.4966791,0.281265,,11.528.857,47.435.898,51.411.217,0.75129163,0.41079488,,33.665.424,3.333.333,33.001.244,0.4966791,0.28866664,,34.461.777,3.247.863,3.305.959,0.49298906,0.28126493,,18.859.798,81.140.205,0.811402,,5.078.547,49.214.527,0.49214527,,1,,,1,,,,,,,Administrativo,Hombre,Más de 20 años,De 1 a 2 años,1,1,1,,Entre 51 y 60 años,Magister,Medellín,IE La Avanzada,"Fortalecimiento de prácticas educativas que propendan en la lucha de un futuro mejor, a través de la inversión necesaria y pertinente y de la cualificación del docente. La formación en la tecnología, en los valores teniendo en cuenta el respeto por el otro y el cuidado del Medio Ambiente serán fundamentales para la bÃºsqueda de los objetivos.",La Tecnología para un mundo más humano y sostenible.,"Mejores oportunidades para las familias más vulnerables, con acceso a internet gratuito, con equipos tecnológicos a su alcance trabajando por mejorar su entorno familiar, de comunidad, de municipio de país y problemas del mundo entero.","Se amplía la brecha de desigualdad social, en la que se accede a educación de calidad si se dispone de los recursos tecnológicos que siguen siendo de un alto costo para las familias más vulnerables, cada quién se preocupa por su situación y resulve sus necesidades como pueda.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
010f2c61-efda-4a97-b13c-5554a8309796,310,,2020/08/11 20:08:20.971,2020/08/11 20:08:21.557,21.539.417,22.649.576,55.811.005,0.671358,0.19614531,,63.595.726,17.948.715,18.455.563,0.27429917,0.15543589,,2.885.151,3.376.068,37.387.806,0.5426815,0.29236752,,10.767.663,7.948.718,9.745.153,0.4948874,0.68835896,,17.401.031,21.367.525,61.231.445,0.7191521,0.18504272,,78.838.936,10.256.409,10.904.654,0.16032858,0.08882051,,8.355.416,1.644.584,0.16445841,,1.970.281,8.029.719,0.8029719,,,,1,,1,,,,,,Docente,Mujer,De 3 a 5 años,De 3 a 5 años,1,,,,Entre 21 y 30 años,Licenciado,Medellín,Colegio de la Compañía de María La Enseñanza,"vincularnos a las nuevas tecnologías, brindar al estudiante recursos innovadores donde se promueva la investigación.",#estudiantesinvestigativos,"MEJOR FUTURO POSIBLEun mundo equitativo, personas con liderazgo y capacidad de tomar decisiones acertadas, capacidad de innovar y crear, mundo libre.","un mundo que no cambia, no se renueva, pobrezas, desigualdad, violencia.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
59edaeb3-f6c3-422e-a095-556b78154ea7,311,,2020/08/11 20:28:08.006,2020/08/11 20:28:14.276,0.6485987,50.861.378,48.490.025,0.73920715,0.44045958,,27.119.556,37.184.494,35.695.953,0.54288197,0.32201773,,2.984.798,40.604.965,29.547.054,0.49849537,0.351639,,35.290.405,31.201.591,33.508.003,0.49108797,0.27020577,,34.704.308,31.627.264,3.366.843,0.4948206,0.27389213,,37.269.573,26.514.091,36.216.335,0.4947338,0.22961201,,23.120.903,768.791,0.76879096,,3.276.557,6.723.443,0.67234427,,,,1,,1,,,,,,Docente,Mujer,Más de 20 años,Más de 20 años,,,1,,Entre 41 y 50 años,Licenciado,Medellín,Colegio de la Compañía de María La Enseñanza,"Las Instituciones Educativas y los docentes deberán repensar sus prácticas pedagógicas, tener una mayor comprensión del mundo y una mirada critica y propositiva, crear conciencia global y ética global, fortalecer las habilidades personales para capacitar a los estudiantes para enfrentarse a los nuevos escenarios sociales, económicos y culturales, formar en valores como la resiliencia, la compasión y la empatía, capacitarse en las tecnologías.",#ciudadanos globales,"Una educación más incluyente con igualdad de oportunidades para todos, más humana y equitativa. que tiene la Ciencia y la Tecnología como medios y el centro sea la persona. una educación para el cuidado de la vida en todas sus manifestaciones y que llame progreso al trabajo por el bien comÃºn y condiciones de vida digna.","Una educación excluyente y discriminada, que tenga como centro la Tecnología y la ciencia y como un medio la persona. una educación que promueva las fronteras, y los hábitos y modos de vida basados en el consumo y el capitalismo y a eso le llame progreso. Que olvide educar la dimensión humana y trascendente de la persona.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
c82ea6a6-fccf-417f-bff2-fcf04e31c844,100,,2020/06/19 16:40:42.635,2020/06/19 16:40:56.960,8.743.193,47.008.545,4.424.826,0.67752534,0.407094,,3.607.075,27.777.771,36.151.474,0.5004036,0.24055551,,4.335.542,10.256.401,46.388.172,0.5151637,0.08882046,,8.567.363,57.692.307,33.740.334,0.62586486,0.49961537,,22.978.218,5.470.085,22.320.932,0.49671355,0.47370937,,45.061.665,3.931.624,15.622.093,0.35280213,0.3404786,,58.167.877,9.418.321,0.9418321,,49.746.883,50.253.117,0.5025312,,,1,,,,,1,,,,Docente,Hombre,De 11 a 20 años,De 11 a 20 años,,,1,,Entre 41 y 50 años,Licenciado,Medellín,IE Álvaro Marín Velasco,Invertir en tecnología y crear espacios de convivencia y laboratorios cientificos,Tecnofuturo,Educación para todos,Educación para el consumo...sin critica,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
c26a3be9-f185-438d-95fd-f1360a88ea0a,101,,2020/06/26 00:21:28.459,2020/06/26 00:17:59.362,26.728.703,3.760.683,35.664.463,0.5446788,0.3256752,,353.719,29.914.528,3.471.357,0.49670833,0.25905982,,33.973.152,3.418.804,31.838.808,0.48932827,0.2960684,,3.170.079,35.042.725,33.256.485,0.50777847,0.30347002,,34.245.174,32.905.983,3.284.884,0.4930183,0.2849658,,30.962.776,35.042.732,33.994.488,0.51515853,0.30347008,,53.888.054,46.111.946,0.46111947,,38.219.094,9.617.809,0.9617809,,1,,,,,,,1,,,Docente,Hombre,Más de 20 años,Más de 20 años,,,1,1,Entre 41 y 50 años,Magister,Medellín,IE La Avanzada,"Flexibilizar y entender que la era de la memorización ya pasó, que es hora, que los estudiantes aprendan por que les gusta y no porque los obligamos. También, que el currículo es una guía y no una imposición. Y finalmente a no enseñar lo mismo que aprendimos porque mucha de esa información ya cambió o no tiene validez y lo que es peor al estudiante no le interesa",#El estudiante piensa,El mejor futuro posible es aquel en el que los profesores cambiemos de actitud y escuchemos a los estudiantes.,El peor futuro posible es aquel en el que los docentes sigamos creyendo que siempre tenemos la razón y que el estudiante no cuenta.,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
29837094-c1e9-47d5-8ea4-220fd46a1199,312,,2020/08/11 20:08:28.519,2020/08/11 20:08:33.840,59.034.166,3.333.333,60.763.252,0.77429914,0.28866664,,32.989.887,35.042.732,31.967.377,0.4948874,0.30347008,,535.666,3.589.743,5.874.591,0.76694626,0.31087178,,51.853.012,46.581.196,15.657.911,0.24856389,0.40339315,,33.143.864,35.470.085,31.386.051,0.49121094,0.30717096,,533.833,45.726.498,0.8901978,0.23753446,0.39599144,,5.027.713,4.972.287,0.49722868,,58.514.595,94.148.544,0.9414854,,,1,1,,,,,,,,Docente,Mujer,De 1 a 2 años,De 1 a 2 años,,1,1,1,Entre 41 y 50 años,Especialista,Medellín,Colegio de la Compañía de María La Enseñanza,Deben tener conversaciones abiertas y escuchar a sus alumnos para detectar que los motiva o desmotiva en el proceso de aprendizaje.Deben buscar nuevas herramientas y tecnologías que dinamicen la enseñanza y luego aplicarlas y dar un tiempo suficiente para evaluarlas.Deben ofrecer trabajos y proyectos que sorprendan a los estudiantes para motivarlos a aprender.Deben dar prioridad al proceso educativo innovador más que a los procesos administrativos y de gestión tradicionales.,#aprendizajeporproyectos,"Los alumnos están motivados por el estudio, sabrán buscar por si solos información, leerla, entenderla y aplicarla de ser necesario.Serán capaces de debatir con personas que piensen diferente, de cambiar su forma de pensar, de permitirse dudar.Los profesores y directivos serán sujetos que orienten a los estudiantes a buscar el conocimiento, apoyando con el suyo propio el proceso de aprendizaje. Trabajarán en conjunto definiendo proyectos y metas a los estudiantes que los inviten a utilizar el conocimiento adquirido en otras asignaturas para solucionar un problema.","Los estudiantes tendrán que memorizar fechas, conceptos y datos que sienten que no utilizarán en el futuro.La educación estará saturada de certificados y los docentes y directivos tendrán que pasar cada vez más tiempo asegurando los certificados que ya obtuvieron.Los alumnos estarán desmotivados y muchos desertarán buscando hacer lo que les gusta sin tener la oportunidad de tener un espacio que los lleve por el mundo del conocimiento y de la interrelación con otros para ser mejores personas.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
0220f602-6cd1-489d-9785-c5496856cb71,223,,2020/07/28 14:38:16.433,2020/07/28 14:38:20.560,11.493.538,7.435.897,14.147.493,0.5132698,0.64394873,,4.721.186,51.282.043,47.659.935,0.50224036,0.044410255,,4.895.583,38.461.533,47.198.017,0.49121094,0.033307716,,51.083.153,44.444.447,44.723.997,0.26694623,0.38488886,,4.955.286,4.529.914,51.479.955,0.27797565,0.39229056,,46.747.828,482.906,4.703.462,0.71179914,0.4181966,,2.135.241,9.786.476,0.9786476,,8.118.929,18.810.705,0.18810706,,,,,1,,1,,,,,Docente,Hombre,De 3 a 5 años,De 1 a 2 años,,,1,,Entre 31 y 40 años,Magister,Medellín,IE Rafael Uribe Uribe,Replantear el currículo,Replantear el currículo,Escuelas que promueven el parendizaje significativo,Seguir estancados en estos procesos poco significativos,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
22dd2e96-8052-464f-93d3-50136a08dcca,253,,2020/07/29 13:54:29.157,2020/07/29 13:54:36.376,505.814,9.017.095,4.770.913,0.4985639,0.78088033,,5.345.244,0.0,46.547.565,0.46547565,0.0,,499.048,34.188.004,466.764,0.483858,0.029606836,,5.912.842,8.846.154,5.625.615,0.4985639,0.7660769,,48.390.217,46.153.843,54.559.374,0.2853286,0.3996923,,48.066.563,34.188.004,48.514.637,0.50224036,0.029606836,,26.419.997,97.358,0.97358,,9.740.551,2.594.489,0.02594489,,1,,,,,,,1,,,Docente,Hombre,De 11 a 20 años,Menos de un año,,,1,,Entre 31 y 40 años,Licenciado,Medellín,IE El Bosque,Las insituciones educativas deben enfatizar en  las practicas reales de valores en las educandos y en nosotros mismos ya que en la practica se percibe poco respeto por el otro y la sociedad  es la suma de sus asociados.,#puestarealde valoresenpractica,"el mejor futuro posible es el trabajo por el ser como centro de todo bienestar sin importar su origen y sin establecer diferencias,es decir buscar el bienestar comun.","el escenario distopico de la sociedad tiene mucho parecido con lo que se ve en la actialidad en muchos aspectos, no hay interes real de favorecer a la población general en aspectos medicos ni de formación generalizada, mucho dificultad para acceder a los beneficios para todos.",FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
ce2eda77-d563-40e1-8b5c-7868ecfccc27,201,,2020/07/22 16:55:01.076,2020/07/22 16:55:06.124,22.227.577,47.008.545,30.763.876,0.5426815,0.407094,,3.369.062,32.905.983,33.403.393,0.4985639,0.2849658,,25.627.523,29.914.528,44.457.947,0.5941521,0.25905982,,2.611.458,28.205.124,45.680.294,0.59782857,0.24425639,,26.237.123,448.718,28.891.077,0.5132698,0.38858974,,47.582.657,23.504.272,28.913.074,0.40665212,0.20354702,,24.730.802,9.752.692,0.9752692,,32.878.483,6.712.152,0.6712152,,,,1,,,,1,,,,Docente,Hombre,Más de 20 años,Menos de un año,,,1,,Entre 51 y 60 años,Profesional no licenciado,Medellín,IE Lusitania Paz de Colombia,Colocarse a tono con los requerimientos del momento en términos didácticos y metodológicos que permitan intervenir los asuntos reales del entrono en que están inscritos.,El futuro es ya.,"Pertinencia, cobertura y calidad.",Tensiones por la limitada disponibilidad presupuestal.,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
79383e90-09cc-424f-834a-27fc15601d4a,105,,2020/06/24 02:27:40.064,2020/06/24 02:27:45.174,54.006.543,4.316.239,51.436.954,0.7301815,0.37378633,,54.571.087,4.188.034,35.485.692,0.24488741,0.36268374,,48.339.935,2.136.757,49.523.308,0.50591683,0.018504297,,3.348.738,4.358.974,5.306.152,0.7485639,0.37748715,,270.771,448.718,5.242.049,0.7485639,0.38858974,,12.371.192,448.718,53.891.087,0.7632698,0.38858974,,33.982.396,9.660.176,0.9660176,,33.982.396,9.660.176,0.9660176,,1,,,,,,,1,,,Docente,Mujer,Más de 20 años,Más de 20 años,,,1,,Más de 60 años,Licenciado,Medellín,IE Enrique Olaya Herrera,"Las instituciones educativas y los docentes deben prepararse para ofrecer una educación con calidad,para que los estudiantes puedan enfrentar los desafios actuales y futuros. Aplicando nuevas metodologias que promuevan un desarrollo sociemocional del estudiante, que permita estimular el aprendisaje continuo, que posteriormente le permita aplicar los conocimientos y solucionar los desafios que se les presenten.",EL RETO DE LA EDUCACIÓN,EL MEJOR FUTURO POSIBLE: APRENDER A CONVIVIR Y CONSERVACION DEL MEDIO AMBIENTE.EL PEOR FUTURO POSIBLE:NO APRENDER DE LAS CRISIS Y DIFICULTADES PARA INICIAR UN NUEVO CAMINO DE VIDA.,LAS DESIGUALDADES SOCIALES.EL NO RESPETO A LA DIVERSIDAD.EL NO RESPETO A SI MISMO Y AL OTRO.,FutureTeacher_Colombia2020,SenseMakerÃ‚ New WebCollector,,,
