FragmentID, NarrID, SessionStartDate, SessionEndDate, ServerEntryDate,1.1 La educación deberá enfocarse en-Cumplir con el plan de estudios,1.1 La educación deberá enfocarse en-El desarrollo socio emocional del estudiante,1.1 La educación deberá enfocarse en-Quality,1.1 La educación deberá enfocarse en-X,1.1 La educación deberá enfocarse en-Y,1.1 La educación deberá enfocarse en-NA,1.2 Estudiantes necesitan cultivar-Habilidades prácticas para la vida,1.2 Estudiantes necesitan cultivar-Fundamentos para un aprendizaje continuo,1.2 Estudiantes necesitan cultivar-Comprensión del mundo que los rodea,1.2 Estudiantes necesitan cultivar-X,1.2 Estudiantes necesitan cultivar-Y,1.2 Estudiantes necesitan cultivar-NA,1.3 Los colegios deben enfocarse en que los estudiantes...-Reflexionen sobre lo aprendido,1.3 Los colegios deben enfocarse en que los estudiantes...-Apliquen los conocimientos,1.3 Los colegios deben enfocarse en que los estudiantes...-Experimenten con lo aprendido,1.3 Los colegios deben enfocarse en que los estudiantes...-X,1.3 Los colegios deben enfocarse en que los estudiantes...-Y,1.3 Los colegios deben enfocarse en que los estudiantes...-NA,"1.4 Vamos a tener que repensar-El plan de estudios, los horarios, las normas y las políticas",1.4 Vamos a tener que repensar-Cómo se invierten y se gestionan los recursos educativos,1.4 Vamos a tener que repensar-La formación y cualificación de los docentes,1.4 Vamos a tener que repensar-X,1.4 Vamos a tener que repensar-Y,1.4 Vamos a tener que repensar-NA,1.5 El cambio será liderado por-Secretarías y Ministerio,1.5 El cambio será liderado por-Docentes y rectores,1.5 El cambio será liderado por-Estudiantes y padres,1.5 El cambio será liderado por-X,1.5 El cambio será liderado por-Y,1.5 El cambio será liderado por-NA,1.6 Papel del docente-Mostarle nuevos mundos y posibilidades a los estudiantes,1.6 Papel del docente-Ayudarle a los estudiantes a alcanzar sus objetivos,1.6 Papel del docente-Dar soporte emocional a los estudiantes,1.6 Papel del docente-X,1.6 Papel del docente-Y,1.6 Papel del docente-NA,2.1 se animará a los estudiantes a aprender-...individualmente / independiente,2.1 se animará a los estudiantes a aprender-...socialmente / en grupo,2.1 se animará a los estudiantes a aprender-X,2.1 se animará a los estudiantes a aprender-NA,2.2 El aprendizaje será...-Liderado por el docente,2.2 El aprendizaje será...-Liderado por el estudiante,2.2 El aprendizaje será...-X,2.2 El aprendizaje será...-NA,"3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_La comunidad y las relaciones","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_La filosofía del colegio","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El aprendizaje y el crecimiento","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_Los problemas como oportunidades","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_Los premios y los reconocimientos","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_autonomía y el soporte","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El desarrollo en general del estudiante","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_El crecimiento personal y los logros","3.1 En general, se verán cambios en las áreas de ... (escoja hasta 2)_otrro",Other_theme,4.1 I am a...,4.2 Género,4.3 Experience in education,4.4 Experience in institution,4.5 Levels taught_Preescolar,4.5 Levels taught_Básica primaria,4.5 Levels taught_Básica Secundaria,4.5 Levels taught_Media,4.6 Age,4.7 Professional qualifications,City,IE,Describa brevemente qué deben hacer las instituciones educativas y los docentes para prepararse para ofrecer una mejor educación de acuerdo con los retos actuales y futuros. Por favor resuma sus pensamientos en un párrafo corto.,Title,Utopia,Dystopia,ProjectID,ApplicationName,SessionID,Language
ad41aead-c442-446a-b1aa-c44c742b128d,72,,55:48.8,55:53.1,26.359.173,3.760.683,3.603.399,0.54837406,0.3256752,,33.817.307,3.376.068,32.422.012,0.4930235,0.2923675,,2.367.917,36.324.787,39.996.044,0.5815844,0.31457266,,41.626.305,16.666.672,41.707.027,0.5004036,0.14433335,,38.243.774,50,11.756.226,0.36756226,0.433,,3.243.827,35.042.732,32.518.993,0.5004036,0.30347008,,74.045.944,25.954.052,0.25954053,,42.265.385,57.734.615,0.57734615,,,,,,,,1,1,,,Docente,Hombre,De 6 a 10 años,Menos de un año,,,1,1,Entre 31 y 40 años,Magister,Medellín,IE Bello Oriente,"Las instituciones educativas requieren de dotación de herramientas tecnológicas para una comunicación efectiva, de manera que los estudiantes puedan interactuan más activamente y para los docentes se debe plantear el uso de estas herramientas y manejo de las Tics en aras de coayudar en la formación integral de los estudiantes.",@institucionydocentealalcancedelhogar,Adaptando al cambio 2030,Incremento del no acceso a la educación,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; POT-LX3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",e1b975f7-0519-455f-a7a7-8d9b57412d65,es
56f78594-39c9-47c6-9cf2-feaa7319bb7d,73,,27:32.2,27:37.1,33.904.297,3.247.863,3.361.707,0.4985639,0.28126493,,32.955.322,32.905.983,3.413.869,0.50591683,0.2849658,,35.827.374,28.632.477,3.554.015,0.4985639,0.24795727,,32.955.322,32.905.983,3.413.869,0.50591683,0.2849658,,33.536.644,3.247.863,33.984.722,0.50224036,0.28126493,,35.246.048,2.905.983,35.694.122,0.50224036,0.2516581,,37.439.293,62.560.707,0.6256071,,26.966.322,73.033.676,0.7303368,,1,,,1,,,,,,,Docente,Hombre,De 11 a 20 años,De 6 a 10 años,,1,,,Entre 51 y 60 años,Especialista,Medellín,IE Benedikta Zur Nieden,OFRECER UNA OFERTA EDUCATIVA QUE LE PERMITA A LOS ESTUDIANTES ENAMORASE DEL ESTUDIO Y VER A LA ESCUELA COMO UNA OPCIÓN DE VIDA PARA UNA SOCIEDAD QUE TRANSFORMA Y PERMITE EL DESARROLLO SOCIAL E INDIVIDUAL DEL SER.Para eso necesitamos instituciones con una carta de navegación que logre motivar y enamorar a los estudiantes por el saber y el ser.Necesitamos maestros con una excelente formación y lo mas importante muy humanizante.,y ¿ donde esta el rol de la escuela?,"maestros humanizantes.Escuelas con planes de estudios que giran y se desarrollan pensando en el saber, en el ser, y en el saber hacer.Escuelas que lograron recuperar el rol de formación y con otra visión de sociedad.",Maestros con poca formación.Maestro que hacen de su labor un proceso estático.Niños y niñas estáticos frente al conocimiento.Escuelas que no lograron romper con sus estructuras físicas y mentales y se quedaron repitiendo la historia.,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",27c0467d-fe36-42bf-a103-0dc06bbbb23b,es
fcf2965f-2fde-4296-a2eb-0216770487db,74,,47:49.9,48:39.7,8.018.168,0.42735288,91.554.474,0.9176815,0.00370088,,65.287.256,9.017.095,3.300.327,0.483858,0.78088033,,9.686.935,21.367.567,0.9938916,0.020622702,0.018504297,,10.233.482,55.555.577,8.421.097,0.8698874,0.048111133,,36.221.142,9.230.769,40.701.904,0.50224036,0.7993846,,8.906.393,5.982.902,49.531.717,0.079446234,0.051811963,,29.500.103,7.049.989,0.70499897,,7.612.173,23.878.273,0.23878273,,,,1,,,1,,,,,Docente,Hombre,De 11 a 20 años,De 1 a 2 años,,,1,1,Entre 41 y 50 años,Profesional no licenciado,Cali,Colegio Central de Comercio,"Las instituciones educativas deben proporcionar a los docentes capacitaciones de actualización del que hacer pedagógico, el modelo y metodología para orientar a los educandos en el contexto social y ambiental de la ciudad, la región y el mundo, con la debida aplicación de los conocimientos según la situación que se presente.",#actualizaciondocente,"Autonomía y educación virtual para el desarrollo personal integral de los individuos de forma remota, bien estructurada y organizada.","Continuación de la educación presencial, alineante y rígida.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",624a6c52-df9e-4072-afac-160bb22d41eb,es
a0e47535-41fd-43f1-bb7c-f023c3aefb5c,75,,45:12.5,45:27.8,17.850.012,6.495.726,17.192.728,0.49671355,0.56252986,,35.819.237,17.948.715,4.623.205,0.5520641,0.15543589,,38.265.846,22.649.576,3.908.458,0.50409365,0.19614531,,3.243.827,35.042.732,32.518.993,0.5004036,0.30347008,,32.069.267,35.042.732,32.887.997,0.50409365,0.30347008,,45.820.965,20.085.474,34.093.563,0.441363,0.17394018,,19.835.478,8.016.452,0.8016452,,4.880.744,5.119.256,0.5119256,,1,,,1,,,,,,,Docente,Mujer,De 11 a 20 años,De 11 a 20 años,,,1,,Entre 31 y 40 años,Magister,Medellín,IE Enrique Olaya Herrera,Tener capacitación permanente y estar enteradas de las dinámicas globales.,Educación innovativa,Educación inclusiva y equitativa,Educación centrada solo en transmitir conocimientos,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 10; SNE-LX3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",6205caad-43ca-4954-9362-22d0116ff74b,es
b8304cf0-abc8-4fe8-b548-998e6f49fb29,76,,11:08.6,11:13.9,0.03861883,3.416.163,6.579.975,0.82944626,0.29606837,,1.705.852,18.376.068,64.565.414,0.73753446,0.15913677,,30.117.842,3.931.624,30.565.918,0.50224036,0.3404786,,20.666.869,46.153.843,51.779.472,0.7485639,0.3996923,,44.616.337,26.495.728,28.887.936,0.421358,0.22945298,,51.947.285,47.863.243,0.18947266,0.24121094,0.4144957,,3.591.902,6.408.098,0.6408098,,3.760.821,6.239.179,0.6239179,,,,1,1,,,,,,,Docente,Hombre,De 11 a 20 años,De 3 a 5 años,,,1,,Entre 31 y 40 años,Licenciado,Medellín,IE Benedikta Zur Nieden,"Pienso que se debe trabajar articulada mente en equipo, dejar de hacer cosas solos como islas, si logramos trabajar mas pensando en la colaboración en ayudarnos mas entre todos pues dejaremos de competir y trabajaremos por algo en común que nos beneficie a todos en algún momento y poder así brindar una mejor educación para los jóvenes y para el país.",#es mejor trabajo en equipo,El estudiante es el protagonista del aprendizaje es el que adquiere el  conocimiento y los recursos necesarios para llevar acabo la  solución a un problema el  mejoramiento en algún aspecto de la vida y obviamente la colaboración continúa en todo lo que tenga que ver con la ciudadanía,El estudiante es el protagonista pero es un ser egoísta y mentiroso falto de civismo de colaboración y sobre todo un ser competitivo que siempre busca mejorar para si sin importar lo que tenga que hacer y a quien perjudique .,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",8d3b3328-7e08-4a9c-ab1b-3965bfafb6f3,es
1d902618-1dfa-4366-904e-8a772edebf61,158,,50:26.2,50:39.0,15.039.891,1.709.404,9.678.661,0.97641313,0.014803418,,54.660.397,0.42735288,94.106.606,0.9432028,0.00370088,,0.8432483,59.829.025,9.317.385,0.961653,0.051811963,,3.313.817,32.905.983,33.955.845,0.5040884,0.2849658,,34.011.795,36.324.776,2.966.343,0.47825816,0.31457254,,45.783.638,9.829.063,443.873,0.4930183,0.08511968,,439.707,560.293,0.560293,,5.616.566,4.383.434,0.4383434,,,,1,,,,,1,,,Docente,Mujer,De 3 a 5 años,De 3 a 5 años,,1,,,Entre 21 y 30 años,Licenciado,Medellín,IEC Jesús Amigo,"Las instituciones deber cualificar al personal docente, dotar a la comunidad de los recursos necesarios y pensar en la verdadera integración de la familia y la escuela como ejes primordiales del éxito escolar.",#eduposible,"Las clases virtuales tomaron mayor fuerza, los chicos trabajan autónomamente.",La frustración puede llevar a la deserción,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; U; Android 9; es-es; Redmi Note 7 Build/PKQ1.180904.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.2.6-g",da882378-c1e0-4cfa-ae45-d217f5b697c6,es
8851cc43-b930-4663-a3a1-4d85f4f68293,77,,50:34.7,50:41.2,34.032.898,3.333.333,32.633.774,0.49300438,0.28866664,,34.576.942,30.769.226,34.653.828,0.50038445,0.26646152,,33.663.895,3.333.333,33.002.777,0.49669442,0.28866664,,30.770.216,3.247.863,36.751.152,0.5299047,0.28126493,,33.081.215,3.376.068,331.581,0.50038445,0.2923675,,32.925.884,3.333.333,33.740.788,0.5040745,0.28866664,,6.988.636,3.011.364,0.3011364,,3.060.677,6.939.323,0.6939323,,1,1,,,,,,,,,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,,1,,Entre 41 y 50 años,Especialista,Medellín,IE Benedikta Zur Nieden,"Nuestra misión nos convoca a dimensionar el aporte que estamos en capacidad de ofrecer de calidad  tanto a los niños, niñas, adolescentes, jóvenes como a sus familias y comunidades, para que encuentren en los desafíos actuales y futuros oportunidades para crecer, aprender,construir sus sueños.",Por una educación de calidad,"-La clase magistral desaparecerá; el profesor se convertirá en guía del alumno-El aprendizaje será personalizado, permanente-Primarán las habilidades frente al saber académico, la tecnología sera pilar de desarrollo educativo-el profesor ya no ejercerá só","En el sistema educativo se  trasladara el aula de clases a las plataformas de comunicación digital, a las redes sociales.  la educación virtual en el futuro confundira el e-learning con la comunicación mediada por TIC.La escuela habra sufrido 15 reformas educativas mas, ninguna de ellas habrá funcionado. Los alumnos seguirán amedrentando y amenazando a los profesores y la tasa de abandono será de un 40%, pocos valores, poco respeto, menos igualdad.  la educacion no sera gratuita, costos elevados, pocas oportunidades.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",c729e833-a41c-4250-be0c-489aa2ca1dbf,es
6074c4ca-f5ff-466c-a80d-2d3ce89632e1,78,,53:53.8,53:59.7,42.222.943,2.136.757,93.640.945,0.9470933,0.018504297,,8.906.393,5.982.902,49.531.717,0.079446234,0.051811963,,61.893.606,55.555.577,8.825.509,0.91032857,0.048111133,,23.400.636,94.871.796,27.881.396,0.50224036,0.82158977,,3.369.062,32.905.983,33.403.393,0.4985639,0.2849658,,49.387.355,9.188.034,3.180.923,0.49121094,0.79568374,,9.774.335,22.566.512,0.022566512,,,,,1,,,1,,,,,1,,,Docente,Mujer,De 3 a 5 años,De 3 a 5 años,,1,,,Entre 31 y 40 años,Normalista,Cali,Colegio La Fontaine,"las instituciones educativas deben prestar a los docentes las herramientas necesarias para asumir los posibles retos que se presenten, preparándolos para el futuro, en cuanto a la educación y la forma de impartir dichos conocimientos a los estudiantes, hay que tener en cuenta que el mundo evoluciona a diario y por ende también la educación.",educación actual y futura,"el mejor futuro posible seria, una educación basada en valores","el peor futuro posible, que solo se pensara en la superación económica, es importante pero no esencial.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",d7b04d25-bc72-4c15-ac31-744b02518dea,es
7529c0f3-468d-4a7f-8974-17596075bef8,79,,43:22.5,43:18.4,12.668.532,4.358.974,4.374.173,0.655366,0.37748715,,4.624.786,4.358.974,101.623.955,0.31957266,0.37748715,,4.862.116,34.188.004,47.960.045,0.49669442,0.029606836,,8.406.444,8.547.004,7.388.559,0.116620615,0.07401709,,8.566.904,8.205.129,9.381.807,0.5040745,0.71056414,,51.063.835,48.717.945,0.21822022,0.24577191,0.4218974,,20.143.646,7.985.635,0.79856354,,7.160.162,28.398.376,0.28398377,,,,,1,,,,1,,,Docente,Hombre,De 6 a 10 años,De 1 a 2 años,,,1,1,Entre 31 y 40 años,Magister,Medellín,IE Bello Oriente,Considero que la educación en el país y en la ciudad enfrentan grandes desventajas como son la adquisición de tecnologías para todos los estudiantes pero en ello está la formación para ejecutar una buena enseñanza y aprendizaje por parte de los estudiantes. Hay que aprovechar al máximo las herramientas tecnológicas que se encuentran en nuestro entorno para fortalecer el conocimiento y desarrollo de las competencias.,#mejoresherramientastecnologicas,"La tecnología como herramienta indispensable para el desarrollo de competencias permite una mejor interacción y aprendizaje de los estudiantes.  Todos tendrán acceso a internet, computadores e información de primera calidad para poder transmitir la enseñanza.",La educación arcaica donde la tecnología solo puede ser usada por estudiantes con recursos tangibles todo el tiempo. No habrá recursos para los más pobres porque no hay dinero para educación gratuita.,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",480c9622-c374-4e36-8bd1-6e22b1b42082,es
21efa75a-0240-4dd1-ad44-50076e29450d,80,,41:24.9,41:39.0,0.07805179,9.771.049,22.114.644,0.5114655,0.8474957,,804.937,0.42735288,9.152.327,0.91736954,0.00370088,,82.432.785,0,17.567.213,0.17567213,0,,,,,,,1,,,,,,1,0.91293454,9.145.299,7.634.077,0.5336057,0.7919829,,4.473.591,9.552.641,0.9552641,,89.855.255,10.144.746,0.101447456,,1,,,,,,,1,,,Docente,Hombre,De 11 a 20 años,Menos de un año,,,1,,Entre 51 y 60 años,Licenciado,Medellín,IE Álvaro Marín Velasco,"El docente debe brinda un apoyo continuo a los estudiantes, generando conocimientos en ellos y liderando la proyección al estimular su acción en el ámbito social.",Ser un alumno social,Tele-transmición del conocimiento,Llegar a la mente humans,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-A750G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.101 Mobile Safari/537.36",198c761b-ca35-4f98-b566-65528c33ef79,es
bae7378a-da05-4c86-8e07-98704ade7992,81,,50:19.9,50:55.8,0.50183105,94.871.796,4.626.372,0.52062273,0.82158977,,9.861.332,0.8546981,0.53197986,0.00959329,0.007401709,,18.530.127,965.812,15.657.861,0.4985639,0.8363932,,72.828.755,0.42735288,92.289.764,0.92503446,0.00370088,,37.760.887,9.273.505,3.488.862,0.4985639,0.80308545,,93.287.155,34.188.004,32.940.466,0.050034467,0.029606836,,11.217.296,9.887.827,0.9887827,,2.135.241,9.786.476,0.9786476,,1,1,,,,,,,,,Docente,Mujer,Más de 20 años,De 11 a 20 años,,1,,,Entre 51 y 60 años,Licenciado,Medellín,IE Álvaro Marín Velasco,"Se presenta un nuevo paradigma para la educación, implicando re inventarla y de esta manera potenciar los estudios más a nivel tecnológico, sin dejar de lado la parte humana, social del individuo.",Re Inventar Las Prácticas Educativas.,"El mejor futuro posible: Mejorar la economía y todos tengan acceso a la educación de manera segura y asertiva.El peor futuro posible: Que la economía toque fondo, y con ellos todos los sistemas dejen de funcionar.","No tener derecho a la democracia y tomar nuestras propias decisiones,",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",65307b3a-835e-42b1-a860-85c056f38f09,es
6b3a7f62-ba69-4805-a549-ad7a728d0be2,82,,07:56.0,08:05.3,21.482.853,4.188.034,36.636.806,0.5757698,0.36268374,,38.416.615,20.512.817,41.070.564,0.5132698,0.17764102,,41.049.847,19.658.121,39.292.038,0.49121094,0.1702393,,,,,,,1,,,,,,1,4.413.871,3.333.333,22.527.958,0.39194623,0.28866664,,3.085.146,69.148.544,0.6914854,,455.474,544.526,0.544526,,1,,,1,,,,,,,Docente,Mujer,Más de 20 años,Más de 20 años,,1,,,Entre 51 y 60 años,Especialista,Medellín,IE Benedikta Zur Nieden,"CREAR CONCIENCIA QUE CADA PERSONA EN FORMA INDIVIDUAL NO GENERA CAMBIOS, PERO UNIDOS SIN PERDER EL CONTACTO, LA BUENA COMUNICACIÓN Y EL CONOCIMIENTO DE LA VERDAD, SI GENERA CAMBIOS. ESTO NOS HACE LIBRES, POR LO TANTO FELICES.",LA VERDAD Y LA UNIÓN NOS HACE LIBRES Y FELICES,"SI AVANZAMOS POR LA VIDA CON LA CONVICCIÓN DE HACER UN MUNDO MEJOR CON LIBERTAD , AMOR , RESPETO Y EN LA VERDAD DE LO QUE NOS RODEA, SE PUEDE DECIR QUE SE NOS HA PRESENTADO UNA OPORTUNIDAD PARA SACAR LO MÁS GRANDE DEL SER HUMANO CON LA AYUDA DEL SER QUE NOS CREÓ, NUESTRO DIOS. ES UN HECHO SIN PRECEDENTES QUE PONE A MIL EL CORAZÓN Y LA IMAGINACIÓN.","SI POR EL CONTRARIO SOMOS COMO BORREGOS QUE NO MIRAMOS NUESTRAS CAPACIDADES Y NO BUSCAMOS LA VERDAD EN LO QUE NOS RODEA, NOS VEMOS EN LA PENOSA REALIDAD DE SOLO REPETIR LO QUE NOS DIGAN Y NO ACTIVAMOS NUESTRA CREATIVIDAD. NO NOS INTERESARÁ EL BIENESTAR DEL OTRO, NI EL TRABAJO EN EQUIPO, MUCHO MENOS NOS IMPORTARÁ LA VERDAD, NI LA LIBERTAD. SEREMOS ESCLAVOS DE LAS CIRCUNSTANCIAS QUE NOS RODEAN Y LOS NIÑOS APRENDERÁN LO MISMO.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",65c59181-defa-48c4-be58-d205c310ed0e,es
a03a7f05-1d39-4d7e-a36b-e016bc7abe1e,146,,23:06.0,23:18.4,29.894.743,34.615.387,3.548.987,0.5279756,0.29976922,,32.587.677,32.905.983,3.450.634,0.5095933,0.2849658,,26.844.873,3.589.743,37.257.694,0.5520641,0.31087178,,26.406.813,3.717.949,36.413.696,0.55003446,0.32197437,,3.385.594,3.589.743,30.246.628,0.4819534,0.31087178,,3.503.237,29.487.185,35.480.446,0.50224036,0.255359,,5.751.707,4.248.293,0.4248293,,465.927,534.073,0.534073,,,,1,,,,1,,,,Docente,Mujer,De 6 a 10 años,De 6 a 10 años,,1,,,Entre 31 y 40 años,Licenciado,Medellín,IEC Jesús Amigo,"Primero que todo creo que las instituciones deben capacitar y pagar una plataforma para poder los docentes utilizar estas herramientas para el uso de su clases y varias en las metodología y así los estudiantes se motiven.Los docentes tenemos que explorar, trabajar en equipo y aprender a utilizar los medios tecnológicos para poder desarrollar las clases y dar a conocer a los estudiantes los ejes temáticos.",#innovación y creatividad,"Mejoraron los procesos tecnológicos, los estudiantes aprendieron a manejar plataformas para el uso del aprendizaje.","las personas no estaban preparadas para una educación virtual, hace falta las explicaciones y el trabajo en clase en donde los estudiantes interactuen con su docente,compañeros.No todas las familias tienen el tiempo para acompañar a sus hijos en la educación.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",5aef589a-65c9-4040-8ff2-7b74dc19550c,es
182aaebd-8e31-4deb-bc41-072d437c0bed,83,,21:40.3,21:45.4,0.09313477,9.826.389,16.429.785,0.5077492,0.85096526,,1.538.918,14.535.255,7.007.557,0.7734319,0.1258753,,67.188.774,9.829.063,22.982.164,0.27896693,0.08511968,,19.994.938,11.965.813,6.803.925,0.74022156,0.10362393,,0.021430664,991.453,0.8332666,0.5040592,0.8585983,,11.962.553,0.8546982,9.794.904,0.983764,0.007401709,,0.109797716,99.890.205,0.998902,,9.402.872,5.971.285,0.05971285,,,1,,,,,,1,,,Docente,Hombre,Más de 20 años,De 6 a 10 años,,,1,,Entre 41 y 50 años,Magister,Medellín,IE Enrique Olaya Herrera,La preparación de los docentes e instituciones desde su PEI debe enfocarse en el reconocimiento de las emociones para comprender la otredad como herramienta didáctica en los procesos de formación y encontrar una identidad desde la empatía,#empaticemos,"Identificación del otro como otro, valioso por ser diferente","Quedarnos tal como estamos, sería un equilibrio igual a la muerte.",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",2dde2874-7696-4c75-a840-60f004530864,es
e7bc42b8-29fa-4035-8adf-c952672347b9,162,,14:09.5,14:13.0,77.667.894,30.341.879,6.189.133,0.77062273,0.2627607,,5.751.541,10.256.409,32.228.184,0.3735639,0.08882051,,7.659.954,55.555.553,36.784.492,0.64562273,0.48111114,,2.620.571,11.111.108,6.268.319,0.6823874,0.096222214,,6.239.639,49.572.647,44.187.717,0.68974036,0.42929912,,59.699.295,3.162.393,8.676.775,0.24488741,0.27386323,,3.317.672,9.668.233,0.9668233,,1.919.605,8.080.395,0.8080395,,,,1,,,1,,,,,Docente,Mujer,De 11 a 20 años,De 3 a 5 años,,1,,,Entre 41 y 50 años,Licenciado,Cali,I.E.T.I. Luz Haydeé Guerrero Molina,"Considero que deben estar dispuestos a afrontar los nuevos retos, a prepararse y capacitarse de forma continua de tal manera que ayuden a desarrollar en los estudiantes habilidades y competencias que les permitan alcanzar sus objetivos y enfrentarse a la vida",Los nuevos retos del educador,El mejor futuro posible en la educacion seria el desarrollo del potencial de los estudiantes que les permita desempeñarse con competencia en su vida mediante el trabajo colaborativo en medio de una sociedad mas justa y equitativa y que les permita un desarrollo sostenible para todos.,"El peor futuro lo veo como una educación tradicionalista, repetitiva e individualista sin el desarrollo de competencias laborales y personales que le permitan al individuo su desarrollo en todos los aspectos de tu vida",FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36 Edg/83.0.478.56",9efa1209-86f1-4ceb-9557-0cdc004dd942,es
27abf58f-faf1-41f0-a83c-bcb0ac257cb0,84,,52:38.8,52:10.8,2.349.492,0,9.765.051,0.97650504,0,,2.827.119,9.316.239,40.104.885,0.50591683,0.8067863,,60.353.913,51.282.043,8.883.641,0.91400504,0.044410255,,864.904,59.829.025,75.267,0.10518152,0.051811963,,46.904.883,9.017.095,51.385.646,0.50224036,0.78088033,,38.357.909,9.188.034,4.283.867,0.50224036,0.79568374,,28.109.193,9.718.908,0.9718908,,9.993.929,0.060705237,6.07E+03,,,,,1,,,1,,,,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,,,1,Entre 31 y 40 años,Licenciado,Medellín,IE Bello Oriente,"Estimular el aprendizaje y transmitir prácticas, repensar El plan de estudios, los horarios y  lograr que los estudiantes Experimenten con lo aprendido, gracias al trabajo colaborativo y reflexivo.",#nuestrofuturoeducativo,"es una tendencia global que posiblemente se este comenzando a implementar y es la educación por NODOS de conocimiento, lo que implica cambio en los planes de estudio y los horarios.",que sigamos sosteniendo un currículo tradicional alejado del interés y las necesidades educativas de los estudiantes.,FutureTeacher_Colombia2020,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",1311df1a-9ad8-4c89-b0b1-eee7f343741c,es
