start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,informacion,CENTRO_EDUCATIVO,CENTRO_EDUCATIVO2,CENTRO_EDUCATIVO3,CENTRO_EDUCATIVO4,texto,hashtag,genera,frecuencia,relaciona_historia,La apropiación y uso de herramientas tecnológicas ,La forma como están organizadas las rutinas diarias,La vinculación de las familias a las propuestas del centro infantil,Los momentos de alimentación de las niñas y los niños,El desempeño de los agentes educativos y sus prácticas,La disposición intencionada de los espacios y ambientes,La calidad de las interacciones entre los actores,El acompañamiento a las transiciones de las niñas y los niños,La documentación de las experiencias realizadas en el centro infantil,El trabajo colaborativo entre los agentes educativos ,acto_principal,Otro,sentiste,habilidades,Habilidades artística,Habilidades comunicativas,Habilidades socioemocionales,Habilidades manuales,Habilidades socio-ambientales,Ninguna de las anteriores,competencias,Trabajo Colaborativo,Comunicación,Pensamiento Crítico,Resolución de problemas,Manejo de herramientas tecnológicas,Manejo de la información,Creatividad e Innovación,Vida y Carrera,rol,CONSENTIMIENTO,_id,_uuid,_submission_time,_validation_status,_index
2020-06-03T14:09:04.142-05:00,2020-06-03T14:16:37.395-05:00,2020-06-02,Sí,2020-06-03,Nariño,,CDI BELLAS PERSONITAS,,,,Trabajar x primeras vez con niños,Los niños son la razón de ser,Motivación,De vez en cuando,El desempeño de los agentes educativos y sus prácticas El acompañamiento a las transiciones de las niñas y los niños El trabajo colaborativo entre los agentes educativos ,0,0,0,0,1,0,0,1,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,0,0,0,1,0,Trabajo Colaborativo Manejo de la Información y Comunicación,1,0,0,0,0,1,0,0,Potenciar el desarrollo de los niños y las niñas.,,102681683,fc1b17df-9d76-471b-99f6-7c0b964dd148,2020-06-03T19:16:39,,35
2020-06-03T15:22:20.602-05:00,2020-06-03T16:04:13.629-05:00,2020-06-02,Sí,2020-06-03,Nariño,,CDI NUEVO AMANECER,CDI JARDINCITO DE AMOR,,,"En los acompañamientos telefónicos una mamita cuenta que su niña anteriormente comía las galletas que el papá le traía  y lanzaba al piso la envoltura, después de que se realizaron los acompañamientos y se le dieron las indicaciones a la madre referente a la practica 6 sobre mantener la casa limpia.. donde las niñas y niños deben ser participes de estas actividades. la mamita le ha estado trabajando a la niña para que ayude a mantener la casa libre de  basuras desde este momento la niña siempre busca el basurero para hechar la envoltura de sus galletas, de esta manera se ha afianzado el aprendizaje del buen manejo de las basuras en la niña y la familia.",Poniendo los residuos en su lugar,Motivación,Todo el tiempo,La forma como están organizadas las rutinas diarias La vinculación de las familias a las propuestas del centro infantil El desempeño de los agentes educativos y sus prácticas,0,1,1,0,1,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,0,0,1,0,Trabajo Colaborativo Manejo de la Información y Comunicación Creatividad e Innovación,1,0,0,0,0,1,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,102695726,6f6e7559-9119-41bf-a00a-d408d5e5e22a,2020-06-03T21:04:17,,50
2020-06-03T16:06:32.276-05:00,2020-06-03T16:33:50.842-05:00,2020-06-02,Sí,2020-06-03,Nariño,,CDI INSTITUCIONAL NIÑOS ALEGRES,,,,Avia una vez una  niña yamada estrella q  legusva jugar mucho   pero yego un tiempo q no podia jugar se sintio sola  q dice mama mama cuando boy para mi c. d i porq  yo alla juego con mi porfe y  mis con pañero  la  mama seq do muy cayada y llamo la profe y leprecuento hola profe como esta  bien con texto la profe  digo la mama profe prefe la niña esta muy treste porq es ella  ya quiere ir para su c .d.i pasemela digo ella  y la saludo hola estrellita como esta tesaludo con un veso con q con un veso y ella cepuso areir en medio de la risa la profe ledigo no teprocupe q muy pronto no ivamos ver q tenia q cuidar mucho la bandose las mano y cuando sali era la calle con tapavoca  porq ella tanbien cetava guidando para bolverlos aver y darles mucho vesos y abraso,Protos nos bolveres aver,Motivación,De vez en cuando,La apropiación y uso de herramientas tecnológicas  Los momentos de alimentación de las niñas y los niños El trabajo colaborativo entre los agentes educativos ,1,0,0,1,0,0,0,0,0,1,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,0,1,0,1,0,Trabajo Colaborativo Resolución de problemas Manejo de herramientas tecnológicas Creatividad e Innovación,1,0,0,1,1,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,102698412,ef510971-5bb3-407f-9cf3-f0a0a1a2369d,2020-06-03T21:33:53,,53
2020-06-03T16:59:32.255-05:00,2020-06-03T17:13:17.672-05:00,2020-06-02,Sí,2020-06-03,Nariño,,CDI MI PEQUEÑO MUNDO, CDI INSTITUCIONALCLAVEL INFANTIL,CDI INSTITUCIONAL NIÑOS ALEGRES,,"En una reunio especifica dos docentes estaban en una discucion, y ellas son adultas mayores en este caso, tuve la oportunidad de hablar un poco fuerte teniendo en cuenta mi juventud, pero identifique que con firmeza y claridad se pude liderara independientemente aquien se lidere",#AprendiendoALiderar,Motivación,De vez en cuando,El trabajo colaborativo entre los agentes educativos ,0,0,0,0,0,0,0,0,0,1,Agentes educativos,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo,1,0,0,0,0,0,0,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",,102701248,b9308b4c-452d-4938-8536-cccd0d2cc24b,2020-06-03T22:13:18,,55
2020-06-03T19:11:41.333-05:00,2020-06-03T19:23:37.085-05:00,2020-06-02,Sí,2020-06-03,Nariño,,CDI INSTITUCIONAL NUEVO AMANECER,,,,"Viví una historia de una niña del programa que venía de una familia muy vulnerable, procedente de otro lugar, y que ahora viven en la comunidad, nos llamo mucho la atención la presentación de la niña cuando asistía al Cid, socialice el caso con la trabajadora social y entre todas decidimos hacer un aporte con lo cual le compramos ropa y zapatos a la niña, porque nos conmovió esta situacion, gracias a Dios pudimos contribuir con el bienestar de la niña.",Manos que siembran sonrisas,Motivación,De vez en cuando,El desempeño de los agentes educativos y sus prácticas La calidad de las interacciones entre los actores El trabajo colaborativo entre los agentes educativos ,0,0,0,0,1,0,1,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Resolución de problemas Creatividad e Innovación,1,0,0,1,0,0,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102707872,b7e72d13-cba1-4948-a96a-38a4018533ca,2020-06-04T00:23:45,,62
2020-06-03T23:36:31.441-05:00,2020-06-03T23:55:16.874-05:00,2020-06-02,Sí,2020-06-03,Nariño,,CDI CDI LUNA PLATEADA,,,,"Todo listo para iniciar  pero faltaba algo pra empezar ¿ q sera ? Me pregunte , sentada y pensativa  estaba  cuando derrepente alse la mirada  y observe unos ojos negros q me decian  ¿ me estabas  esperando fue tanta la alegria q le respondi con una gran sonrisa siiii desde hace mucho tiempo",Aqellos ojos negros,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil El desempeño de los agentes educativos y sus prácticas El acompañamiento a las transiciones de las niñas y los niños,0,0,1,0,1,0,0,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,0,1,0,1,0,Trabajo Colaborativo Manejo de la Información y Comunicación Creatividad e Innovación,1,0,0,0,0,1,1,0,Potenciar el desarrollo de los niños y las niñas.,,102720104,91391d6a-97fc-4115-b6d5-c1e5e4e6b40d,2020-06-04T04:54:37,,74
2020-06-04T08:27:17.846-05:00,2020-06-04T09:13:14.781-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI AMIGO DE LOS NIÑOS SAN JAVIER,,,,"Recuerdo una situación con una madre que fue a asesoría conmigo hace más o menos un año, digamos que su nombre es Mariela (para guardar su anonimato). Con este relato quiero mostrar la importancia de ser escuchado y el poder de desahogarse para sanarse y tomar una nueva perspectiva de la vida. Mariela fue preocupada a asesoría porque no sabía qué hacer con su hija de 4 años porque esta era rebelde y no obedecía las normas, ante la imposición de límites razonables, la niña solo señalaba que su “mamá era mala por ser tan mandona”. Vamos remontarnos al origen probable de esta historia: la señora Mariela había quedado viuda hace dos años, el señor difunto era el padre de la niña. El señor era muy cariñoso con la niña y compartía mucho tiempo jugando y dando afecto a la niña. Era mayor de 40 años y no recuerdo su causa de muerte, el asunto es que fue una muerte natural. Por su parte, Mariela no era por naturaleza afectuosa ni disfrutaba del juego, le parecía “una pérdida de tiempo” porque desde pequeña solo había trabajado en casa en los quehaceres. Además Mariela todavía tenía el corazón roto, no sabía cómo llenar el vacio que había dejado su esposo; todavía tenía que lidiar con el dolor de la perdida, pero se mostraba fuerte por su hija. Lo que propuse para intentar un cambio con la relación de la niña fueron dos cosas: que Mariela reconociera su dolor por la pérdida del papa de la niña, que también lo extrañaba, de reconocer ante la niña  que le dolió perderlo. La niña no pudo despedirlo en un entierro por una circunstancia poco clara; asi que se propuso para que tramitara su duelo, que le escribiera o dibujara una carta a su papá despidiéndose de El. Lo otro fue una tarea para la mamá, que implicaba un sacrificio y aprendizaje lento que requiere un proceso: aprender a jugar con la niña y disfrutarlo, asi no le viera sentido al principio, además de buscar apoyo de otras personas que lo hicieran mejor para aprender de ellas. Después de un mes de aplicar estas recomendaciones, sucedieron cambios muy positivos en la niña: se hizo más accesible para ser corregida, más serena, menos irritable y más afectuosa con la mamá. Si Mariela podía sostener estas actitudes sugeridas, se  pueden seguir sosteniendo el cambio positivo en la relación con su hija. Y parece que todo sigue mejorando.",#la_sanación_es_posible,Motivación,De vez en cuando,La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños La documentación de las experiencias realizadas en el centro infantil,0,0,0,0,0,0,1,1,1,0,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Trabajo Colaborativo Pensamiento Crítico Resolución de problemas,1,0,1,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,102811927,aa1b01a9-467c-48dd-92b3-8c55ac25a0e2,2020-06-04T14:13:17,,76
2020-06-04T08:55:06.750-05:00,2020-06-04T09:20:28.972-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI AMIGO DE LOS NIÑOS SAN JAVIER,,,,"hace tres años llego al centro infantil una hermosa niña de 2 años que impacto por su alegria , sonrisa, ternura y entusiasmo  llego al corazon de todos  desde ese momento Antonia se convertio en unas de las alegrias mas significativas del centro infantil, todos los dias le da mucho amor a sus compañeros  y a loas agentes educativas es una lider entre sus compañeros ya lleva tres años en el centro infantil y es un pilar significativo  en la vida de todos y  todas, es un ejemplo del compañerismo, la alegria del amor y el compartir..",EL AMOR TODO LO PUEDE,Alegría,Todo el tiempo,La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños,0,0,0,0,0,0,1,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Resolución de problemas,1,0,0,1,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,,102813382,61a0778f-591c-4261-96db-77402a56ae07,2020-06-04T14:20:28,,77
2020-06-04T10:56:52.655-05:00,2020-06-04T11:38:27.789-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI AMIGO DE LOS NIÑOS SAN JAVIER,,,,"este año me marco una situación que paso con un niño en el centro infantil, lo sucedido fue que una docente me reporto durante varias ocasiones un niño que no comía y se sentía preocupada por esta deficiencia en la alimentación que el niño tenía la profe asociaba esto con caprichos y malas costumbres desde la casa. Yo le realice acompañamiento durante varias semanas en las que hubo avances y retrocesos. Por lo que decidimos hablar con la mama para vincularla en el proceso para que el niño aceptara otros alimentos. Lo que encontré al hablar con la madre, es que el niño probablemente tenía esos comportamientos debido a duelos de separación, la madre muy afectada relato la difícil situación que vive desde que es madre cabeza de familia obligada a salir a trabajar todos los días para dar sustentos a sus hijos y dejarlos al cuidado de una familiar que no tiene la educación y de pronto ofrece lo mejor que ella considera desde su desconocimiento a los niños, a pesar de que la mama le explica. además de otras situaciones difíciles que a vivido el niño. Todo esto nos hizo reflexionar sobre los porqués de los comportamientos y que todo tiene una explicación y no todo tiene que ser capricho, rebeldía o grosería del niño. Importante ir más allá de lo obvio.",#irmasalla,Tranquilidad,Todo el tiempo,Los momentos de alimentación de las niñas y los niños,0,0,0,1,0,0,0,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Resolución de problemas,0,0,0,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,,102835533,173a1d07-b4e2-4646-8ccd-b1523c25d438,2020-06-04T16:38:27,,94
2020-06-04T12:44:39.450-05:00,2020-06-04T12:56:54.832-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI ARANJUEZ BERLIN,,,,"Cada día es un re descubrir mi profesión como psicólogo y encontrar en los niños y las niñas el empuje para seguir adelante con la labor. Durante estos días de contingencia es complejo tanto nivel en la carga laboral, pero me ocurrió que en el centro infantil se encuentra atendido un niño que conocí hace mucho mas tiempo por otras situaciones, con él y su familia se genero un vinculo muy bonito. Ese día del que hablo yo estaba bastante atareado y con muchas cosas por resolver y encontré un video de él haciendo yoga, resulta que cuando nos conocimos fue por una situación de otro niño con una docente y en ese momento ella dentro del espacio pedagógico que acompañaba dijo en voz alta “no que bulla, voy a hacer yoga” haciendo la posición de loto y cerrando los ojos, el niño a su vez hizo exactamente lo que la docente, los días subsiguientes yo le pregunte que fue lo que hizo la profe e inmediatamente tomaba posición, cerraba sus ojos y hacia un mantra. Yo siempre que lo veía me reía, pero cuando vi el video en mención lo único que pude hacer al recordarlos fue respirar, cerrar los ojos y tranquilizarme para seguir con mi trabajo de la mejor manera. Durante estos días de contingencia es complejo tanto nivel en la carga laboral, pero me ocurrió que en el centro infantil se encuentra atendido un niño que conocí hace mucho mas tiempo por otras situaciones, con él y su familia se genero un vinculo muy bonito. Ese día del que hablo yo estaba bastante atareado y con muchas cosas por resolver y encontré un video de él haciendo yoga, resulta que cuando nos conocimos fue por una situación de otro niño con una docente y en ese momento ella dentro del espacio pedagógico que acompañaba dijo en voz alta “no que bulla, voy a hacer yoga” haciendo la posición de loto y cerrando los ojos, el niño a su vez hizo exactamente lo que la docente, los días subsiguientes yo le pregunte que fue lo que hizo la profe e inmediatamente tomaba posición, cerraba sus ojos y hacia un mantra. Yo siempre que lo veía me reía, pero cuando vi el video en mención lo único que pude hacer al recordarlos fue respirar, cerrar los ojos y tranquilizarme para seguir con mi trabajo de la mejor manera.",#Yogarelajante,Motivación,De vez en cuando,El desempeño de los agentes educativos y sus prácticas La disposición intencionada de los espacios y ambientes La calidad de las interacciones entre los actores El trabajo colaborativo entre los agentes educativos ,0,0,0,0,1,1,1,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,1,1,0,Trabajo Colaborativo Resolución de problemas Creatividad e Innovación Vida y Carrera,1,0,0,1,0,0,1,1,Potenciar el desarrollo de los niños y las niñas.,,102848849,74e129d5-5b6d-4198-bfe8-8b8f3d2f8a53,2020-06-04T17:56:53,,102
2020-06-04T09:57:17.191-05:00,2020-06-04T10:07:51.894-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI ARANJUEZ BERLIN,,,,"Cierto día en el centeno infantil, una niña llamada Miranda de tan solo 2 años escuchaba detenidamente a su profe dialogar con otra agente educativa de un accidente que presentó la niña el año pasado en el centro infantil y ella dijo profe Sandra ya, tranquila eso ya pasó. Fue realmente un suceso muy hermoso que me permitió darme darme cuenta que es una niña con una una atención y una memoria extraordinaria y que además posee un lenguaje claro y fluido y una muy buena expresión corporal, además tiene la capacidad de contar anécdotas de su vida cotidiana.",#elmundomagicodemiranda,Alegría,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil La calidad de las interacciones entre los actores,0,0,1,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",1,1,0,0,0,0,Pensamiento Crítico Creatividad e Innovación,0,0,1,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,,102822131,daa37e85-c669-4940-8fb2-4cecf68b3c25,2020-06-04T15:08:03,,84
2020-06-04T10:05:24.053-05:00,2020-06-04T10:12:04.137-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI ARANJUEZ BERLIN,,,,"En estos momentos causa algunas confusiones el tema de responder la misma información pero con diferentes formatos para icbf, entonces en una ocasión, sentí frustración por haber confundido los formatos",#porquetantoformato,Impotencia ,De vez en cuando,La documentación de las experiencias realizadas en el centro infantil,0,0,0,0,0,0,0,0,1,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Resolución de problemas Manejo de herramientas tecnológicas,0,0,0,1,1,0,0,0,Dar cumplimiento a los criterios de calidad de la educación inicial en el marco de la atención integral.,,102822780,83347dca-278c-48ed-9334-49de5e18186e,2020-06-04T15:12:06,,85
2020-06-04T10:19:31.959-05:00,2020-06-04T10:42:50.825-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI CAICEDO SANTA LUCIA,,,,"Cómo agente educativa he promovido el cuidado por los animales a los niños y niñas incluyendo insectos, animales di diversas especies, plantas y demás, lo cual he presentado una aceptación asertiva por parte de ellos, no obstante en diversas ocasiones en el momento de ingerir los alimentos, estos me manifestaron ""no quiero comer el pescado, porque es un animal y usted nos dijo que la animales no se les hace daño"", ""profe, para comer está carne debieron matar la vaca"" , Entre otras expresiones que me dejaron sin palabras, ya que en cierta medida ellos reconocieron que me estaba contradiciendo con Loque les había dicho, lo que me llevó a analizar cada expresión dirigida a ellos, ser coherente con lo que les digo, al igual que explicarles desde un punto nutricional todas las dudas e inquietudes que manifestaron. Es de aclarar que esto sucede en diversos ámbitos, permitiendome reconocer la buena capacidad analítica que tienen los niños y niñas, al igual que l lectura de lo que sucede.",#los animales no se comen.,Impotencia ,De vez en cuando,Los momentos de alimentación de las niñas y los niños El desempeño de los agentes educativos y sus prácticas La calidad de las interacciones entre los actores,0,0,0,1,1,0,1,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,0,0,1,0,Trabajo Colaborativo Pensamiento Crítico Manejo de la Información y Comunicación Creatividad e Innovación,1,0,1,0,0,1,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102826982,64a83344-c2da-46a3-8812-a16f40a41f0c,2020-06-04T15:42:52,,86
2020-06-04T12:03:36.527-05:00,2020-06-04T12:30:42.915-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI CAICEDO SANTA LUCIA,,,,"La cuarentena nos ha llevado a modificar nuestro estilo de vida y por ende la labor de agentes educativas. El tele trabajo era algo para lo cual no estábamos preparados. El pasar largas horas sentados, al frente de un PC e incluso, horas extras que no son remuneradas y el acceso a aplicaciones y herramientas digitales que no conocíamos; pero desde mi punto de vista, no todo es malo. Si bien algunos no nos hemos acostumbrado y luego de casi tres meses nos quejamos y da duro este ritmo, me parece una experiencia que nos invita a re-inventarnos, a cuestionarnos sobre nuestra práctica y transformarla a la necesidad actual: acompañamiento virtual, con barreras en la comunicación y orientando a otro para que desarrolle las experiencias propuesta...en fin, me parece esto una situación significativa, positiva e interesante que en resumen contribuye a reafirmar mi rol como docente, como agente educativa, como ser humano, me confirma que estoy en el lugar que quiero estar y que no importa la forma en que se desarrolle, esto es lo que quiero y buscaré la manera de hacerlo lo mejor que pueda.",Re-inventándome en tiempos de cuarentena,Motivación,Única vez,La apropiación y uso de herramientas tecnológicas  La forma como están organizadas las rutinas diarias La vinculación de las familias a las propuestas del centro infantil El desempeño de los agentes educativos y sus prácticas La calidad de las interacciones entre los actores El trabajo colaborativo entre los agentes educativos ,1,1,1,0,1,0,1,0,0,1,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Sostenibilidad Pensamiento Crítico Resolución de problemas Vida y Carrera,0,1,1,1,0,0,0,1,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",,102844203,513e92d2-85cf-4dcf-a135-dd7406e92503,2020-06-04T17:30:39,,100
2020-06-04T15:07:53.086-05:00,2020-06-04T15:17:46.533-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI COLEGIO LUZ DE ORIENTE,,,,"Todo comenzó un día lluvioso en el que me desplazaba para el CI, en el cual pasaba por momentos duros y complejos, llego a la sede muy puntual a las 7:30 am, lo cual sin mediar palabra me pongo a realizar mis trabajos de agente educativo nutricionista, ya siendo las 9 am, se me acerca un Niño y me da un abrazo sin mediar palabra alguna, por todo mi cuerpo paso una energía de positivismo el cual me cambio actitud durante todo el día, es más hasta el sol salió y brillo como nunca.",#unniñ@uncambio,Tranquilidad,Única vez,El acompañamiento a las transiciones de las niñas y los niños,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Resolución de problemas,0,0,0,1,0,0,0,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",,102866256,19be08a0-61a1-4505-8a38-0647d21fc5af,2020-06-04T20:17:47,,103
2020-06-04T11:22:54.202-05:00,2020-06-04T11:31:34.527-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI COMUNIQUEMONOS SOL SOLECITO,,,,"Teniendo presente que trabajo medio tiempo de manera presencial, se dificulta un poco la interacción con las familias,  sin embargo, el tiempo del aislamiento social (paradójicamente) ha permitido la construcción de experiencias y más contacto con cada uno de los hogares, visualizando así,  sus necesidades y generando acciones de respuesta frente a las mismas.",Aislamiento social: una oportunidad para al OTRO escuchar.,Tranquilidad,Única vez,La calidad de las interacciones entre los actores,0,0,0,0,0,0,1,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Creatividad e Innovación,0,0,0,0,0,0,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,102834621,d2150d84-d26b-4ae2-9f2e-ac45d62b950d,2020-06-04T16:31:35,,92
2020-06-04T09:19:37.066-05:00,2020-06-04T09:30:56.101-05:00,2020-06-03,Sí,2020-06-04,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"A lo largo de 10 años, la corporación ha desarrollado una experiencia significativa enmarcada en el reconocimiento, protección y promoción de los derechos de los niños y las niñas denominada Viviendo y Conociendo mis derechos a la luz de la filosofía de la justicia restaurativa, transversaliza todos los procesos de atención en primera infancia en cada una de las sedes y en el mes de octubre se realiza un festival de promoción de los derechos.",Viviendo y conociendo mis derechos,Orgullo,Todo el tiempo,La apropiación y uso de herramientas tecnológicas  La forma como están organizadas las rutinas diarias La vinculación de las familias a las propuestas del centro infantil Los momentos de alimentación de las niñas y los niños El desempeño de los agentes educativos y sus prácticas La disposición intencionada de los espacios y ambientes La calidad de las interacciones entre los actores La documentación de las experiencias realizadas en el centro infantil El trabajo colaborativo entre los agentes educativos ,1,1,1,1,1,1,1,0,1,1,Otro,Toda la comunidad,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Sostenibilidad Manejo de herramientas tecnológicas Manejo de la Información y Comunicación Creatividad e Innovación,1,1,0,0,1,1,1,0,Dar cumplimiento a los criterios de calidad de la educación inicial en el marco de la atención integral.,,102815644,26fa2036-bb9e-4056-841b-5a87e1064cbe,2020-06-04T14:31:05,,80
